MAC1,MAC2,duration,frequency
00904bb27026,000423f16326,115.666666666667,3
000cf1af5de1,000423f16326,72,1
000423f16326,0012f0792c58,120,1
000b7d2eb8fe,00601d29a832,1669.25,8
00601d29a832,0012f0792c58,208.384615384615,13
00a111a32c09,000b7daae405,868,9
004096ed1367,0012f0792c58,18.7647058823529,17
0012f0ba51c0,0012f0792c58,95.35,20
000423f16326,00054e2e3307,225.857142857143,7
000e2efb5233,0013ceb3be46,103,68
0012f0c6a17f,0012f0f1cb73,26.5,2
0012f0fc1778,0012f0f1cb73,55,1
001124b2dbfa,0014a5f4d436,1,1
0012f081c713,0012f0f1cb73,11,1
00028a236470,00095b1ae531,563.459459459459,74
0012f0f635fa,00095b1ae531,35.5,2
00028a536ff4,0012f0f1cb73,266,2
0012f0f1cb73,00028a236470,230,3
0030bdfe4a2a,000423f16326,48.1111111111111,9
0012f0f635fa,00028a536ff4,88.5714285714286,7
00028a536ff4,001310e14dd2,576.25,4
0012f0f635fa,0012f09dee9e,11,1
00909635a42a,00022d4d36b4,2,1
0012f0c6a17f,0040962dc86b,11.7014925373134,67
0040962dc86b,000b7d2eb8fe,261.518072289157,83
00054e2e3307,0040962dc86b,127.333333333333,216
0004230b0edb,0012f0f1cb73,84.5,2
000d93c37c43,0011249c6d5f,407,1
0012f0ba51c0,00042388de1f,898,1
0011249c6d5f,001124abe5a0,500,1
00053c3737fc,000423f16326,291,1
0004230b0edb,0012f0fc1778,69.6,15
0012f0bbb688,0012f0f1cb73,4,5
0012f04d7fdc,0040962dc86b,42.7133757961783,628
0040962dc86b,0030bdfe4a2a,163.092936802974,269
0014a4cd53bf,0014a5d8f24d,1174,2
000e358c7be5,0012f0fc1778,123.875,24
00054e5b008d,0012f0c8197c,114.34375,32
0030651deea3,00022d62ea9a,131,1
00306549c40c,00904b883ee5,126,2
0090967f7d2c,00904b198e58,1192,1
000fb5ec34a6,000423f16326,29,1
000af4b7acda,000e357f689a,32.5,2
000c85027804,000a95c5076b,1.16666666666667,6
000a95c5076b,00022d6c81e1,1,3
000a95c5076b,000d9384a123,31.5,2
000d9384a123,00022d6c81e1,2177.66666666667,3
00904b08d6c5,00022d0c3b96,211.666666666667,3
00022d0c3b96,00042367e514,17274,2
000fb5ec6b30,00022d461f62,1,1
0012f0454146,0014a4dd4f52,498.5,2
0090969a52b5,0012f0921fd0,2891,1
0090969a52b5,0014a5af8be4,2891,1
0012f0921fd0,0014a5af8be4,5111,1
00054ef033f7,00095b7ebec0,14.8571428571429,7
000fb5ec6b30,001124881de8,1,1
0011244b946d,00022d269db3,5,1
0011244b946d,0010c6e5bb14,1,1
0010c6e5bb14,00054ef9fc86,3,1
0011244b946d,0090963448ed,4.5,2
0011244b946d,00112444ed76,3.75,4
0011244b946d,00022dcc6698,6,2
0011244b946d,0014a561da14,9,2
00112444ed76,00022dcc6698,81,1
00112444ed76,0014a561da14,41.5,4
00022dcc6698,0014a561da14,84,1
00112444ed76,00022d3b51d8,3.5,2
0011244b946d,009096691b9f,6,1
0011244b946d,009096619cf9,3,3
009096691b9f,009096619cf9,39,1
0011244b946d,00022db51fc7,1,1
009096619cf9,0014a5ce6e32,2,2
009096619cf9,00909606ee60,1,1
009096619cf9,000d930dba4d,1,3
00909606ee60,000d930dba4d,278,1
0013ceb0329a,000d930dba4d,36,1
009096619cf9,000d28bafaaf,1,1
009096619cf9,0012f0921fd0,1,1
009096619cf9,00909638f8b9,1,1
000d28bafaaf,0012f0921fd0,350,1
000d28bafaaf,000d930dba4d,17.5,2
000d28bafaaf,00909638f8b9,350,1
0012f0921fd0,000d930dba4d,62,1
0012f0921fd0,00909638f8b9,406,1
000d930dba4d,00909638f8b9,66,1
0013ceb99a7a,000d28bafaaf,73,1
009096e27f95,000a958bca1a,501,1
009096e27f95,0011243ea335,121,1
000a958bca1a,0011243ea335,127,1
00022d047287,00022d3b51d8,18,2
00022d047287,009096691b9f,23,2
00022d3b51d8,009096691b9f,379,1
009096619cf9,00022d047287,4,1
009096619cf9,00112444ed76,3,2
00022d047287,00112444ed76,20,1
0011249ceee6,000d930dba4d,13,1
001124abe5a0,00112444ed76,14.5,2
00112444ed76,001279e0ec24,1,1
00112444ed76,00904b4933c2,1,1
0030651deea3,000d28bafaaf,61,1
0030651deea3,009096bd5597,61,1
0030651deea3,00112444ed76,26,1
0030651deea3,0014a561da14,61,1
0030651deea3,003065b260a1,61,1
0030651deea3,0090967f7d2c,17,1
000d28bafaaf,009096bd5597,196,1
000d28bafaaf,00112444ed76,32,1
000d28bafaaf,0014a561da14,196,1
000d28bafaaf,003065b260a1,196,1
000d28bafaaf,0090967f7d2c,23,1
009096bd5597,00112444ed76,57,1
009096bd5597,0014a561da14,777,1
009096bd5597,003065b260a1,906,1
009096bd5597,0090967f7d2c,48,1
00112444ed76,003065b260a1,66,1
00112444ed76,0090967f7d2c,57,1
0014a561da14,003065b260a1,829,1
0014a561da14,0090967f7d2c,100,1
003065b260a1,0090967f7d2c,107,1
0009ef99d5aa,009096691b9f,94,1
0009ef99d5aa,0030651deea3,7,1
009096691b9f,0030651deea3,13,1
000fb5ec6b30,00904b5ac3dc,1781,1
00904b5ac3dc,009096b4c1ea,338,1
00904b5ac3dc,0011246c8f13,1813,1
00904b5ac3dc,000a958bca1a,416,1
009096b4c1ea,0011246c8f13,286,2
009096b4c1ea,000a958bca1a,352,1
0011246c8f13,000a958bca1a,439,1
00909633aa22,0014a57037f6,3718,1
00909633aa22,00054ef9fc86,3677,1
0014a57037f6,00054ef9fc86,3719,1
0014a5f416e1,001124abe5a0,44,1
00904be63169,0012f0b70a6f,70,1
00904b821761,0009ef8eab01,99,1
001124ac4a31,0090963dcd50,5826,1
000fb5df709b,0040962dc86b,78.5,16
00904ba7bb24,009096eac103,2642,1
000b6c7cf1a7,00028a7616b8,96,2
0012f0921fd0,0014a58482a2,2,1
0014a57037f6,009096ac908f,1,1
00904b99070e,0013ceb3be46,804.857142857143,7
0010c6e5bb14,0014a57037f6,3,1
0014a57037f6,009096b4c1ea,1,1
0014a57037f6,001124fd35f7,1,1
0014a57037f6,0011246c8f13,1,1
009096b4c1ea,001124fd35f7,223,1
001124fd35f7,0011246c8f13,250,1
009096c7a717,001124881de8,2,1
001124bde688,00022dfdc11f,1384,1
001124881de8,000d28bafaaf,886,1
0012f0c0e196,0009ef8eab01,45,1
000d28bafaaf,00904b4933c2,19,1
0014a5eaf62b,00022d772c3a,51,1
000fb5ec34a6,0030bdfe4a2a,322.826086956522,23
000fb5ec34a6,0040962dc86b,93.75,40
000e3582d399,00306549c40c,1,1
000b7db2cd2d,001310e14dd2,966.666666666667,3
001124a51256,00054edd524f,84.4,5
0014a5b1e1e5,0014a58e362a,14,1
001124abe5a0,0014a5dccc15,843,1
000fb5ec6b30,0014a58482a2,1,1
000423864257,00306573e041,29.5,2
0012f0ba51c0,00306573e041,52,1
00306573e041,000af4b7acda,153.5,2
000423864257,000fb5ec34a6,82.8444444444444,45
0030bdfe4a2a,0012f0b38047,192.931818181818,44
000b7d782fc4,00d971e65655,494,2
000d933ccd3d,000d93700c89,299,1
000e35bcdd20,0014a5f33aa6,37,1
0014a5712481,001124944597,1506,1
0014a58e362a,0014a56d16dd,1184,1
0030bdfe4a2a,0014a5ad9f5b,453.571428571429,42
0014a5f416e1,0090969a52b5,1813,1
0030bdfe4a2a,000e2efb5233,124.448275862069,145
001124434cdb,001124944597,2704,1
0011249a3931,0014a5c088bc,2960,1
0012f0792c58,0012f0a48189,1272.16666666667,12
0014a58482a2,001124881de8,622,1
00095b7ebec0,0012f0934af5,32.3333333333333,6
0014a5ee4ac6,0014a5d235cf,7471,1
0014a5f33aa6,0014a5b1e1e5,5482,1
001124abe5a0,001124b2dbfa,432,1
0010c676af45,00054ec044f6,818,1
0012f0110374,0012f0a48189,102.538461538462,13
00904b08721c,00022d62ea9a,425.333333333333,18
0012f0a48189,000423f16326,99,1
00306588c990,001124b2dbfa,78,1
001124c778d5,0014a58482a2,23,1
000b7d2eb8fe,0012f0e66b40,2823.57142857143,7
0014a58482a2,000d9323e77a,905,1
0040962dc86b,0030bde66874,2530.975,40
000423f16326,0040962dc86b,47,1
001124881de8,0014a57037f6,393,2
0011249c6d5f,001124881de8,506,1
000e35d1f93f,000423f16326,42,1
00904b08721c,00022df16969,30,1
0030bdfe4a2a,00042388de1f,697.535714285714,28
0012f0fc1778,00055da35bfa,22.25,4
00022df16969,000c85027804,31,1
00054e86b2e1,0012f0f1cb73,162,1
00022d62ea9a,00022df16969,40.5,2
00022df16969,00022d5b38e5,54,1
001124f343ac,001124aa364f,955,3
001124f343ac,001124881de8,122,1
001124aa364f,001124881de8,2082.5,2
0012f0792c58,0040962dc86b,155.502732240437,183
00022df16969,0014a4cd53bf,37.3333333333333,3
00022df16969,0080c8f6fa95,55,1
001150bf5a13,00054e2e3307,232.04,25
000d65c02af3,00904b883ee5,159,1
0012f0fb6705,0012f082b0ae,44.875,8
00d971e65655,0012f0fb6705,23.3333333333333,6
0012f0fb6705,0012f0fc1778,88,1
000b7d2eb8fe,0030bdfe4a2a,491.928571428571,28
0014a5ad9f5b,000423f16326,88,2
0013ceb5eee9,0012f0bfcca7,88,1
00909638f8b9,0012f0bfcca7,520,1
001124aa364f,00909638f8b9,457,1
001124f343ac,001124abe5a0,3334,2
001124944597,001124d5efe6,82.5,2
001124944597,001124ad7257,1246,1
001124d5efe6,001124ad7257,168,1
001124d5efe6,001124f4e951,168,1
001124d5efe6,000d93065fa2,168,1
001124ad7257,001124f4e951,3836,1
001124ad7257,000d93065fa2,506,1
001124f4e951,000d93065fa2,518,1
000d93065fa2,001124c6e777,559,1
000d937ccbf1,0011249a3931,153.666666666667,3
000d937ccbf1,001124b8d008,61,2
0011249a3931,001124b8d008,320,1
000d93e7f51d,001124e9afc9,1384,2
0009ef8eab01,009096301ee5,23,1
000d937ccbf1,00112495ebfe,1660,1
0014a5a255c5,0009ef99d5aa,80,1
0009ef8eab01,0011249a3931,56,1
0014a587f719,0014a5bfd066,3627,1
001124e9afc9,001124b8d008,1301.5,2
001124b8d008,000d93e7f51d,1974,1
000d930a9a91,000d934a49a1,3745.36363636364,11
000d930a9a91,003065009010,3756.75,4
000d934a49a1,003065009010,3765.25,4
0014a5c57265,000c30ea1c39,50,1
0040962dc86b,00601d9e8ca6,486.030769230769,65
0013cee9e174,0014a4dd4f52,7,1
0030bde66874,0009ef99d5aa,46,1
0030bde66874,000e35d1f93f,343.5,4
0009ef99d5aa,000e35d1f93f,63,1
00904be63169,00022d29ee74,28,1
0014a5a6efe1,0014a4d191e7,7594,1
0014a5a6efe1,0014a5963128,7612,1
000e35b6e764,0009ef8eab01,59,1
001124eb673a,0009ef8eab01,10,1
000e2efb5233,000e35d1f93f,236.28,25
009096519a5c,00306588c990,1,1
0014a4dd4f52,00904b041750,987,1
00306588c990,001500c0cd57,99,1
0009ef8eab01,001124a08755,79.5,2
0009ef8eab01,0014a5fb4a0a,209,1
0014a564ed6f,0009ef8eab01,18,1
00131abda24c,003065b260a1,131,1
00131abda24c,001124881de8,1720,1
000d93991ec8,00028a7616b8,45,1
003065b260a1,001124881de8,2667,2
0014a58482a2,00904b711908,1678,1
0014a58482a2,0013ceb99a7a,97,1
00904b711908,0013ceb99a7a,202,1
0003935478c6,000d93f911d1,161,3
0014a58482a2,0090969846f6,1,1
0014a4cd53bf,000d88396b7e,463,1
0012f0b38047,0030bd92ecfa,44.5,2
000d9384a123,0014a4dd4f52,2049.07692307692,26
0012f0792c58,00601d8993e8,344,15
0012f0c6a17f,00904bb27026,19.2222222222222,9
00904b7315cf,000d9399a296,1,1
0013ceb0329a,0011244b946d,3.5,12
000d28bafaaf,0011244b946d,1,1
00054ef033f7,000b7db2cd2d,191.014705882353,68
00054e00a77d,0030bdfe4a2a,387.777777777778,9
00904b394021,003065dc5e95,486,1
00909668085c,00904b515d3c,108,1
003065dc5e95,000d93b781da,1,1
00053c3737fc,00095bfd076c,84,1
00054e31881c,000423864257,72.5555555555556,45
00054e31881c,0012f0b38047,475,6
00022d6c25c8,00055da35bfa,80,2
001310e14dd2,00904b2f31b2,11,1
0004230b0edb,00904b2f31b2,197.6,10
0012f082b0ae,000e35d1f93f,86.3181818181818,22
003065dc5e95,000d93c5bfec,436.666666666667,3
001124d875db,009096bb6ccd,3,1
001124d875db,00131abda24c,2,2
009096bb6ccd,00131abda24c,1779,1
001124d875db,001124aa147a,2,2
001124aa147a,0090969a52b5,3,1
000d93c5bfec,00306549c40c,127,1
0090969a52b5,001124d875db,145,1
001124d875db,00022db51fc7,29,2
000d88396b7e,00022d5b38e5,284,1
00054e86b2e1,0012f0934af5,117.2,10
0014a561da14,009096519a5c,913,1
0012f0fc1778,0012f0d9baad,32.5,16
0014a563d6f5,001124aa364f,5237,1
00054e5b008d,00042388de1f,343,4
00054ec291ca,00054ec044f6,401.166666666667,6
00054e5b008d,00054e2e3307,496.673913043478,46
001124d875db,0014a5eaf62b,189,1
001124d875db,0010c6e5bb14,1,1
001124d875db,000d28bafaaf,1,1
001124d875db,0014a57037f6,1,1
001124f343ac,001124d875db,25.5,2
001124d875db,0090967f7d2c,1,1
001124d875db,003065090ae6,56.5,2
00a111a32c09,001217c93e63,1338.80952380952,21
009096fa0a66,000c85027804,1,1
000e35e3edde,00022d0c3b96,2,1
00042367e514,00904b56b1f8,238,1
00054e00a77d,00904b99070e,545,1
00054e00a77d,0014a5ad9f5b,847,2
00904b99070e,0014a5ad9f5b,241.666666666667,3
00022d93abe4,00022d1cfe73,2702,1
00022d461f62,001124881de8,61,1
000e9b4f9996,001124a07af3,1,1
001124abe5a0,0009ef99d5aa,31,1
0009ef8eab01,0011f5ad4db4,62,1
001360e43326,0009effaa0b7,21,1
003065f06e02,00904b607a69,136,1
0012f0f76668,00904b44daa1,23.5,2
0013cee9e174,000d88396b7e,61,1
0014a5af8be4,0014a59f1c3d,1886,1
00022d156fea,000d93d6add9,92,1
000cf119065d,0014a586f069,3675,1
0040962dc86b,000cf1af5de1,357.370192307692,208
00028a7616b8,0012f022316e,43,1
000d9378f340,000b6c7cf1a7,4,1
0012f0cca488,00042367e514,44,1
0012f022316e,00904b5b01da,69,1
0014a577ba5e,0014a57037f6,1752,1
0013ceb0329a,001124aa364f,31.5,2
0013ceb0329a,0014a5eaf62b,2,1
00904bc37364,0013ceb0329a,1.66666666666667,3
0013ceb0329a,00131abda24c,76,3
000a95db15bd,00022d5b38e5,2.5,2
000a95db15bd,000c85027804,28.9090909090909,11
000af4b7acda,004096db7862,4,1
004096db7862,0012f0f635fa,11,1
0012f0792c58,001150bf5a13,193.821428571429,56
0009ef99d5aa,0009ef3cfe38,55.5,2
00904b99070e,0012f0792c58,239,7
00306502c182,0014a4dd4f52,87,4
0014a4dd4f52,003065a8c534,3940.3,10
00022d5b38e5,00904b08721c,75,1
00601d9e8ca6,00904bb27026,614.666666666667,9
0012f0fb6705,001217c93e63,18,1
0012f0fb6705,000fb52eee52,10,1
0011249c6d5f,009096ab7967,565,1
0012f0bbb688,000e356a4beb,29,2
0040962dc86b,000cf14434e1,548,1
000e356a4beb,0012f0c6a17f,19,1
000e356a4beb,001310e14dd2,484,1
00306549c40c,00904b394021,1,1
001124cf5f9c,0011246f1d90,272,1
00601d9e8ca6,0012f0792c58,1082.27777777778,18
0040962dc86b,001124a51256,144.438271604938,162
0012f0110374,00054e00a77d,123,3
0013ceb0329a,0090962e497b,280,1
0040962dc86b,00054e00a77d,177.4,5
004096ed1367,001124a51256,30.8888888888889,9
0012f0792c58,0012f0b38047,301.92,25
0014a59491bd,0014a5900c93,41,1
0014a59491bd,0014a5cef33c,41,1
0014a5900c93,0014a5cef33c,718,1
00904b2e2596,00028a236470,777.148148148148,27
0012f0fb6705,0012f0bbb688,4.77777777777778,9
000e356a4beb,0012f0792c58,206.333333333333,3
00054edd524f,0040962dc86b,168.631578947368,19
0012f0e66b40,0012f0b38047,1145.72727272727,11
0011249c6d5f,001124f343ac,131,1
00022d02a81b,00022d5b38e5,37,4
0013ceb5eee9,0012f0884393,23.5,2
0013ceb5eee9,0090969a52b5,139.333333333333,3
0012f0884393,0090969a52b5,110,1
001124aa364f,00306588c990,13,2
000fb5df709b,0012f0792c58,429.5,6
00022d461f62,0013ceb0329a,53.5,2
0012f0fb6705,0012f09832e9,24.9230769230769,13
0013ceb5eee9,0013ceb0329a,1,1
0012f0ba51c0,0012f04d7fdc,83.3958333333333,48
001346df0185,0012f0a6ca93,8.33333333333333,3
009096c67135,00909668085c,6,1
004096ed1367,0012f0ba51c0,8.57142857142857,7
00042367e514,000a95dd81d2,700,1
00904b883ee5,003065dc5e95,61,1
003065a8c534,00904bd216af,1766,1
00904bd216af,00022d5b38e5,1330,1
00904b815985,000d936f94f8,508,1
000a95dd81d2,00022d326cfc,35,1
00028a7616b8,0003935478c6,1332,1
0011248c1368,0014a5980c51,24,1
0011248c1368,0004237a13d8,24,1
0014a5980c51,0004237a13d8,2675,1
000e35cc7944,0040962dc86b,221.392156862745,51
001124d1ac57,001124d5efe6,38,1
001124d1ac57,001124944597,316,1
00095b7ebec0,00028a236470,376,3
003065dc5e95,000d88a57671,4.66666666666667,3
001124ad7257,00904bc1bc92,2131,1
00904b607a69,00022d772c3a,397,1
0014a582cc31,001124d5efe6,547,1
0014a582cc31,001124c6e777,1586,1
001124d5efe6,001124c6e777,549,1
0014a5f3179a,0014a4d191e7,107,1
0030651c2f61,0014a5eaf62b,23.5,2
0030651c2f61,001124826338,6,1
001124b8d008,001124b5e7d6,2840,1
0040962dc86b,00904b99070e,138,17
0014a5b42746,00131abda24c,1730,1
0014a5cb6faf,001124abe5a0,40,1
00022d88ad45,00904b879902,5,2
00904b879902,00306502c182,9,1
00022d88ad45,00306502c182,162,3
00022d5b38e5,00022d6c81e1,1393,3
0011247a6ad5,001124a97af4,1,1
000d93f0995e,000d9388e368,1000,1
0009ef750878,001124c42c3b,2,1
004096db7862,00904bb27026,28,1
004096db7862,001124a51256,11.5,2
000a955006c5,000d938ccf67,2363,1
00904be1da90,00904ba44ee5,57,1
001124a97af4,0030655fa741,2075,1
00904b364ee0,0013ce55a6e3,1,1
000e35cc7944,001124a51256,231.866666666667,15
00306588c990,000d93577ca9,108,1
0010c6e5bb14,000d93577ca9,86,1
003065ca3ed1,0003935478c6,9,1
00022d5b38e5,000d93e35a0e,66,1
0012f0f6b042,00904bb27026,391.666666666667,3
0012f0f6b042,0012f0ba51c0,142.5,2
003065ca3ed1,00028a7616b8,90,1
0012f0f6b042,0012f0c8197c,119,1
00054ef033f7,00904b2e2596,533.479166666667,48
0014a5374715,000e358c7be5,636,2
000af4b7acda,0012f0f6b042,4,2
0014a5374715,0012f082b0ae,297,15
0014a563d6f5,0090963448ed,1743,1
0030bde66874,000cf1af5de1,2268.76666666667,30
00095bd4564d,001124fc69ea,1964,1
0012f0e66b40,0012f04d7fdc,121.276595744681,47
000af4b7acda,009096d4b9aa,298,1
00904b99070e,0012f0c8197c,57.125,8
0012f0c8197c,0040962dc86b,26.3854447439353,371
0012f04d7fdc,00601d8993e8,63.5172413793103,58
0013ce55a6e3,0090969a52b5,64,1
00904b08d6c5,00022de73863,119,1
001124f343ac,0014a5be9edd,14878,1
000c85027804,00904b3cc8ce,35.9333333333333,15
000c85027804,00904bc0352c,30.3333333333333,3
000c41d7de06,000cf19ad87f,247.666666666667,15
001124fc442d,0012f0eac291,501,1
000fb5df709b,001124a51256,99.6666666666667,3
0014bffb2e20,001217c93e63,324.666666666667,6
001217c93e63,00054ec044f6,218.095238095238,21
0014a5be9edd,001124881de8,2651,1
0012f04d7fdc,00904b99070e,86.2105263157895,19
000c85027804,00904b2ccb7d,49,1
001124a51256,00d971e65655,38.25,4
000c85027804,000423f02c87,11,9
0012f0d9baad,00054ec98797,29.5833333333333,12
00909668085c,0090962e497b,852,1
00054ec044f6,00904baf18e7,207.666666666667,3
001124abe5a0,009096ab7967,132,1
003065a8c534,00022d02a81b,46,3
00022d5b38e5,009096db6420,218,1
000cf19ad87f,0030bd92ecfa,52.5,2
0012f0eac291,00306549c40c,251,1
000d9399a296,00022d5b38e5,198,3
0012f0ba51c0,00054ec044f6,86.8333333333333,6
000cf19ad87f,000fb52eee52,51,1
000cf19ad87f,00054ec044f6,98,5
0014a5374715,00054ec044f6,62,5
000b7da51739,000fb5ec6b30,31,1
001124abe5a0,00909654456e,53,1
001124abe5a0,00909606b6cf,2270.5,2
00909654456e,00909606b6cf,56,1
00054ec98797,00d971e65655,299.833333333333,6
0014a561da14,009096226a8e,607,1
009096226a8e,0011249c6d5f,468,1
009096226a8e,00306588c990,17,2
0040962dc86b,00042388de1f,211.421052631579,38
0014a5374715,00095b1ae531,259.625,8
0040962dc86b,0012f0e66b40,407.785714285714,28
0012f0d9baad,0030bd92ecfa,94.2857142857143,7
00909614cfaa,00022d326cfc,4247,1
0013ceb3be46,0040962dc86b,37.0285714285714,105
00054ec044f6,000b7db2cd2d,963.8,10
000c85027804,00022d8cddc2,38,5
0014a59f1aa0,003065a8c534,1479,3
0012f081c713,00028a536ff4,16.3333333333333,12
0012f081c713,0014a5374715,5,2
00028a536ff4,0014a5374715,1412,3
001217c93e63,00904b2e2596,2027.65,20
0012f0ab04e0,00022d8ea1b9,1728,1
003065a8c534,00022d62ea9a,740.25,12
0011249c6d5f,009096ac908f,20,1
009096619cf9,009096063cc3,1,1
009096619cf9,0014a58f02e2,1,1
00909668085c,001124881de8,123,1
000423c5a87b,000e355ef7f7,61,1
0012f0fb6705,0004230b0edb,13.2857142857143,7
000f3dcfd9e0,0012f0c8197c,6,1
000af4b7acda,0012f0f32125,83,4
00054e31881c,000af4b7acda,23.2631578947368,38
0011249c6d5f,0014a5e37595,414.666666666667,3
0014a5e37595,00022d29ee74,77,1
0012f0f32125,00042388de1f,26,2
00054ec98797,0012f09832e9,89.7142857142857,7
00909668085c,001124f343ac,25,1
00909668085c,009096d39df0,25,1
0014a5374715,0012f09832e9,61.7647058823529,17
001124f343ac,009096d39df0,1968,1
0030bde66874,0012f0792c58,454.111111111111,9
000b7d7aa474,00022d02712d,26,1
0012f0ba51c0,0014a5374715,1235,3
00904b5f6ec5,0011249c6d5f,9,1
00904b5f6ec5,0090969846f6,152,1
00904b5f6ec5,0014a5e28b77,73,1
00909606ee60,0090962e497b,5553,1
009096ac908f,0014a577ba5e,3567,1
0014a577ba5e,0011249c6d5f,2064,1
0013cee9e174,00022d62ea9a,7,1
001124c778d5,0090969a52b5,2,1
001124826338,001124c778d5,3,1
001124c778d5,001124881de8,127,1
00054ec98797,00053c458c00,18.5,2
00054ec98797,0013ceb3be46,474.583333333333,12
00022d62ea9a,00022d8cddc2,132.833333333333,6
009096519a5c,0012f0bfcca7,1,1
009096519a5c,0013ce9fc9ca,1,1
0012f0bfcca7,0013ce9fc9ca,3252,1
0012f0ab04e0,000d9384a123,2499.25,4
0012f0bfcca7,001124abe5a0,766,1
0012f0bfcca7,001124881de8,766,1
00054ec98797,0004230b0edb,233.4,5
00904b44daa1,009096367e18,615,1
0013ceb0329a,001124f343ac,46,1
0012f0110374,00054e31881c,17,2
00054e31881c,00053c3737fc,171,2
00904b44daa1,0013ceb0329a,1,2
0004230b0edb,0030bd92ecfa,202.727272727273,11
001124c2b113,001124feefb9,151,1
0004230b0edb,0014a5374715,9.8,5
0030bd92ecfa,00054ec044f6,246,3
0030bd92ecfa,0014a5374715,952,1
000a95e05db7,0011246f1d90,927,1
00054e2e3307,0012f0f32125,401.333333333333,3
0012f0f32125,00053c3737fc,156,1
001124feefb9,001124793654,382,1
000d93065fa2,001124ee9bb1,5,1
0090968fae14,000e35d39812,1329,1
001124cf5f9c,001124d1ac57,2844,1
00904b2e2596,0004230b0edb,349.575,40
0012f0f635fa,0012f0f32125,51.3333333333333,3
000c85027804,0013cee9e174,53,1
00022dae2b08,0013cee9e174,12,2
00022dae2b08,000c85027804,25.5,6
00022dae2b08,00022d88ad45,53.5,2
00022dae2b08,00306502c182,52,2
00112480db97,0012f0c0e196,114,1
00112480db97,001124c6e777,105,1
0012f0c0e196,001124c6e777,144,1
00306502c182,00022d6c81e1,131,3
00909633772e,0090962e497b,49,1
0012f0778869,0014a5e28b77,2,1
0013ceb0329a,009096ac908f,26,1
0014a5ee4ac6,0011246dd33b,4634,1
0014a59491bd,0014a5d6d41d,1695,1
0014a59491bd,0014a5fd92bd,1802,1
0014a5d6d41d,0014a5fd92bd,1786,1
0014a5d6d41d,0014a5f9fdc0,1724,1
0014a5fd92bd,0014a5f9fdc0,1731,1
0012f082b0ae,00022df6bdcc,33,1
0014a5cef33c,000a953a57c8,1601,1
003065afcc1b,0011249c46d6,965,1
009096367e18,00909668085c,46,1
000b7db2cd2d,0004230b0edb,167.652173913043,23
0014a56d16dd,0014a5f8fc59,5843,1
0040962dc86b,0012f0a6ca93,54.2,110
000d93577ca9,001124abe5a0,80,1
0012f0fc1778,00054ec98797,57.75,4
0012f0934af5,0012f0a4b124,20.8125,16
00904b3cf79f,00022dbeede8,3143,1
00904b3cf79f,00022d110f7f,26271,1
0012f0934af5,00055da35bfa,265.333333333333,3
00022dbeede8,00022d110f7f,3155,1
003065afcc1b,00022d326cfc,1,1
000625e449be,0012f0fb6705,203,2
0004230b0edb,0013ceb3be46,190.924731182796,93
0012f0934af5,0012f0fc1778,6,1
0012f0934af5,000e358c7be5,204.133333333333,15
000d88a57671,00306549c40c,679,1
00909668085c,00909654456e,16,1
00909668085c,0090967f7d2c,15.5,2
00904b03165c,00904b3cf79f,3138,1
0014a5d8f24d,000d88a57671,114,1
0012f0f32125,00d971e65655,36,1
0012f0f32125,000423864257,71.6666666666667,3
0012f0f32125,000e2efb5233,123,1
0012f0ba51c0,00601d9e8ca6,157.2,5
003065a97bb7,00028a536ff4,98.125,8
000a95593c9b,00022d5b38e5,56,1
00904b3cc8ce,00904b041750,115,1
0090963dcd50,001124abe5a0,888,1
0009ef8eab01,00042367e514,421,1
001124f343ac,0014a527d442,1664,1
00022dbeede8,0011249c46d6,91,1
0040962dc86b,0014a5ad9f5b,146.479591836735,98
0011249c46d6,0009ef8eab01,173,1
000d28c96658,0014a5963128,13,1
0014a5eaf62b,000cf10ad319,1191,1
0014a5eaf62b,0011249c6d5f,328,1
000cf10ad319,0011249c6d5f,378,1
0011249c6d5f,0014a5d92bd7,465,1
009096802557,0014a509d6f3,10,1
009096802557,0012f0df8517,10,1
0014a509d6f3,0012f0df8517,39,1
001124b9fd4c,009096488856,163.5,2
0014a540e3f4,0014a592f15c,1757,1
00131abda24c,00904b6ed0c1,15,1
00131abda24c,0014a563d6f5,1835,1
00904b6ed0c1,0014a563d6f5,67,1
0009ef8eab01,000c85027804,2,1
0040962dc86b,000e35d1f93f,164.246753246753,77
0012f0a48189,0040962dc86b,195.853658536585,41
0014a5cef33c,00909676e786,1648,1
0040962dc86b,000a9522ee53,13,2
0020a6c2aa1f,0014a5e37595,64,1
000e2efb5233,00022d167a3a,3,1
0014a571cb1c,000a955e4867,294,1
001124aa364f,0020a6c2aa1f,1755,1
001124a97af4,00904b03eae9,2715,1
001124a97af4,001124eb09d4,3206,1
0014a5e37595,00131abda24c,1811,1
00904b03eae9,001124eb09d4,2754,1
000423693e5b,000423b1382d,3227,1
000423693e5b,0014a4f28654,3227,1
000423b1382d,0014a4f28654,3293,1
000e351b8c36,000e35cc7944,57.3333333333333,3
000e358dacee,00904b9f1efb,527,1
0014a5b6bb95,0012f0a6ca93,77,1
0014a4cd53bf,00022dfe3946,1287,4
009096063cc3,001124abe5a0,4860,1
000e351b8c36,0012f0b38047,33,2
000e351b8c36,00601d29a832,85,1
00904b607a69,00022db51fc7,69,1
0012f0b38047,0013ceb3be46,248.194444444444,36
