source,destination,start,fin,AP
11:7e:5d:6b:a8:ad,c7:f7:39:69:a8:ad,1093889042,1093902810,0
11:7e:5d:6b:a8:ad,c7:f7:a6:53:a8:ad,1093888404,1093892334,0
11:7e:5d:6b:a8:ad,c7:f7:ed:2a:a8:ad,1093905755,1093907047,0
11:7e:5d:6b:a8:ad,c7:f7:ed:ea:a8:ad,1093902534,1093909038,0
11:7e:5d:6b:a8:ad,c7:ff:11:04:a8:ad,1093900974,1093902310,0
11:7e:5d:6b:a8:ad,c8:07:8b:13:a8:ad,1093902397,1093902720,1
11:7e:5d:6b:a8:ad,c8:1e:60:83:a8:ad,1093902044,1093902520,1
11:7e:5d:6b:a8:ad,c8:1e:fa:bf:a8:ad,1093885487,1093909501,0
11:7e:5d:6b:a8:ad,c8:22:47:49:a8:ad,1093893581,1093893615,1
11:7e:5d:6b:a8:ad,c8:22:c7:18:a8:ad,1093893577,1093893598,1
11:7e:5d:6b:a8:ad,c8:4d:2a:1e:a8:ad,1093908832,1093908927,1
11:7e:5d:6b:a8:ad,c8:5c:5d:6b:a8:ad,1093903677,1093910164,0
11:7e:5d:6b:a8:ad,c8:94:0c:3f:a8:ad,1093885353,1093885695,1
11:7e:5d:6b:a8:ad,c8:97:bd:ed:a8:ad,1093889955,1093891263,0
11:7e:5d:6b:a8:ad,c8:97:bd:ff:a8:ad,1093889680,1093891220,0
11:7e:5d:6b:a8:ad,c8:bb:c5:ed:a8:ad,1093889819,1093889880,0
11:7e:5d:6b:a8:ad,c8:e5:dd:4b:a8:ad,1093891863,1093891864,1
11:7e:5d:6b:a8:ad,c9:1a:44:07:a8:ad,1093889702,1093892339,1
11:7e:5d:6b:a8:ad,c9:1e:fa:bf:a8:ad,1093891359,1093892082,1
11:7e:5d:6b:a8:ad,c9:32:09:ae:a8:ad,1093898685,1093900474,1
11:7e:5d:6b:a8:ad,c9:32:82:bf:a8:ad,1093902052,1093902078,1
11:7e:5d:6b:a8:ad,c9:4a:7a:ae:a8:ad,1093899107,1093899213,0
11:7e:5d:6b:a8:ad,c9:4a:dd:33:a8:ad,1093905620,1093907664,1
11:7e:5d:6b:a8:ad,c9:53:1c:1d:a8:ad,1093898834,1093901038,0
11:7e:5d:6b:a8:ad,c9:58:69:51:a8:ad,1093900608,1093900747,1
11:7e:5d:6b:a8:ad,c9:58:a5:57:a8:ad,1093899828,1093900814,1
11:7e:5d:6b:a8:ad,c9:5b:b4:8a:a8:ad,1093903695,1093903707,1
11:7e:5d:6b:a8:ad,c9:6e:4e:ae:a8:ad,1093899080,1093899243,1
11:7e:5d:6b:a8:ad,c9:70:33:bb:a8:ad,1093886679,1093889797,1
11:7e:5d:6b:a8:ad,c9:74:11:51:a8:ad,1093890658,1093891302,1
11:7e:5d:6b:a8:ad,c9:74:dd:57:a8:ad,1093885732,1093886093,1
11:7e:5d:6b:a8:ad,c9:8e:d1:1d:a8:ad,1093898674,1093898711,1
11:7e:5d:6b:a8:ad,c9:8f:3c:a9:a8:ad,1093890889,1093891295,1
11:7e:5d:6b:a8:ad,c9:90:a5:30:a8:ad,1093891398,1093891503,1
11:7e:5d:6b:a8:ad,c9:94:32:cc:a8:ad,1093892013,1093892254,1
11:7e:5d:6b:a8:ad,c9:af:2e:a9:a8:ad,1093899030,1093899031,1
11:7e:5d:6b:a8:ad,c9:af:4f:fc:a8:ad,1093899034,1093899038,1
11:7e:5d:6b:a8:ad,c9:b1:52:a8:a8:ad,1093898718,1093899726,1
11:7e:5d:6b:a8:ad,c9:b1:7e:d0:a8:ad,1093899126,1093899166,1
11:7e:5d:6b:a8:ad,c9:b1:d2:e0:a8:ad,1093898684,1093899660,1
11:7e:5d:6b:a8:ad,c9:e6:54:6b:a8:ad,1093899472,1093901226,1
11:7e:5d:6b:a8:ad,c9:f8:a4:8b:a8:ad,1093899161,1093899239,1
11:7e:5d:6b:a8:ad,ca:1b:1d:ba:a8:ad,1093899197,1093899712,1
11:7e:5d:6b:a8:ad,ca:1b:2b:b6:a8:ad,1093898896,1093901121,1
11:7e:5d:6b:a8:ad,ca:1b:5d:6b:a8:ad,1093898992,1093899753,1
11:7e:5d:6b:a8:ad,ca:1b:80:8a:a8:ad,1093899040,1093899554,1
11:7e:5d:6b:a8:ad,ca:1b:eb:5c:a8:ad,1093898070,1093899498,0
11:7e:5d:6b:a8:ad,ca:1b:eb:b0:a8:ad,1093898686,1093899010,1
11:7e:5d:6b:a8:ad,ca:1b:eb:ea:a8:ad,1093898945,1093899540,1
11:7e:5d:6b:a8:ad,ca:1b:f2:b3:a8:ad,1093899303,1093899700,0
11:7e:5d:6b:a8:ad,ca:28:8b:f7:a8:ad,1093889892,1093906297,1
11:7e:5d:6b:a8:ad,ca:36:06:8b:a8:ad,1093885375,1093901438,1
11:7e:5d:6b:a8:ad,ca:46:39:bb:a8:ad,1093899394,1093899777,1
11:7e:5d:6b:a8:ad,ca:5e:87:90:a8:ad,1093886692,1093886759,0
11:7e:5d:6b:a8:ad,ca:91:de:eb:a8:ad,1093899019,1093899454,1
11:7e:5d:6b:a8:ad,ca:a1:80:8a:a8:ad,1093898626,1093901281,1
11:7e:5d:6b:a8:ad,ca:a1:80:ba:a8:ad,1093898748,1093899443,1
11:7e:5d:6b:a8:ad,ca:a1:c5:db:a8:ad,1093899419,1093899438,1
11:7e:5d:6b:a8:ad,ca:a1:c5:eb:a8:ad,1093898975,1093899016,1
11:7e:5d:6b:a8:ad,ca:b0:32:8f:36:c8,1093903134,1093903135,0
11:7e:5d:6b:a8:ad,ca:b0:32:8f:a8:ad,1093900682,1093903817,0
11:7e:5d:6b:a8:ad,ca:db:71:8a:a8:ad,1093898710,1093899497,1
11:7e:5d:6b:a8:ad,ca:dc:df:15:a8:ad,1093905232,1093905702,0
11:7e:5d:6b:a8:ad,ca:f0:0d:a7:a8:ad,1093900630,1093901007,1
11:7e:5d:6b:a8:ad,ca:f6:2f:da:a8:ad,1093899105,1093899603,1
11:7e:5d:6b:a8:ad,ca:f6:2f:ea:a8:ad,1093898638,1093899516,1
11:7e:5d:6b:a8:ad,cb:14:4a:40:a8:ad,1093908001,1093909545,0
11:7e:5d:6b:a8:ad,cb:1b:1d:ba:a8:ad,1093906817,1093908463,1
11:7e:5d:6b:a8:ad,cb:1b:2b:b6:a8:ad,1093901739,1093902043,1
11:7e:5d:6b:a8:ad,cb:1b:eb:08:a8:ad,1093899605,1093899651,1
11:7e:5d:6b:a8:ad,cb:1b:eb:da:a8:ad,1093898157,1093903371,1
11:7e:5d:6b:a8:ad,cb:36:06:8b:a8:ad,1093899289,1093899455,1
11:7e:5d:6b:a8:ad,cb:36:43:ea:a8:ad,1093898689,1093899523,1
11:7e:5d:6b:a8:ad,cb:46:39:8b:a8:ad,1093898766,1093899545,1
11:7e:5d:6b:a8:ad,cb:46:39:bb:a8:ad,1093899581,1093899657,1
11:7e:5d:6b:a8:ad,cb:46:7c:da:a8:ad,1093899017,1093899521,1
11:7e:5d:6b:a8:ad,cb:51:f7:8a:a8:ad,1093899477,1093899789,1
11:7e:5d:6b:a8:ad,cb:51:f7:ba:a8:ad,1093899183,1093899731,1
11:7e:5d:6b:a8:ad,cb:5e:34:0b:a8:ad,1093885722,1093902339,1
11:7e:5d:6b:a8:ad,cb:5e:60:22:a8:ad,1093902337,1093902387,1
11:7e:5d:6b:a8:ad,cb:5e:60:e2:a8:ad,1093909143,1093911913,1
11:7e:5d:6b:a8:ad,cb:5e:d6:a6:a8:ad,1093910044,1093911910,1
11:7e:5d:6b:a8:ad,cb:5e:d6:f7:a8:ad,1093902132,1093902246,1
11:7e:5d:6b:a8:ad,cb:64:18:e5:a8:ad,1093898639,1093899665,1
11:7e:5d:6b:a8:ad,cb:64:85:1e:a8:ad,1093898916,1093899517,1
11:7e:5d:6b:a8:ad,cb:64:85:e4:a8:ad,1093898740,1093899217,1
11:7e:5d:6b:a8:ad,cb:76:22:8b:a8:ad,1093898943,1093900913,1
11:7e:5d:6b:a8:ad,cb:77:eb:57:a8:ad,1093902073,1093902460,1
11:7e:5d:6b:a8:ad,cb:77:eb:67:a8:ad,1093902337,1093902352,1
11:7e:5d:6b:a8:ad,cb:77:eb:a7:a8:ad,1093908829,1093911791,1
11:7e:5d:6b:a8:ad,cb:77:ee:12:a8:ad,1093907757,1093911912,1
11:7e:5d:6b:a8:ad,cb:77:ee:22:8d:d3,1093885910,1093910118,1
11:7e:5d:6b:a8:ad,cb:77:ee:22:a8:ad,1093909145,1093911913,1
11:7e:5d:6b:a8:ad,cb:77:ee:e2:a8:ad,1093910043,1093911915,1
11:7e:5d:6b:a8:ad,cb:7f:a2:22:a8:ad,1093909143,1093910162,1
11:7e:5d:6b:a8:ad,cb:7f:a7:67:a8:ad,1093885850,1093902341,1
11:7e:5d:6b:a8:ad,cb:89:b0:65:a8:ad,1093903739,1093903740,1
11:7e:5d:6b:a8:ad,cb:a1:80:8a:a8:ad,1093908459,1093909679,1
11:7e:5d:6b:a8:ad,cb:a1:80:ba:a8:ad,1093898703,1093900855,1
11:7e:5d:6b:a8:ad,cb:a1:c5:db:a8:ad,1093885939,1093899344,1
11:7e:5d:6b:a8:ad,cb:a1:c5:eb:a8:ad,1093889091,1093901083,1
11:7e:5d:6b:a8:ad,cb:a3:8a:61:a8:ad,1093885276,1093885333,0
11:7e:5d:6b:a8:ad,cb:ba:dd:5e:a8:ad,1093900258,1093900898,0
11:7e:5d:6b:a8:ad,cb:c7:b8:57:a8:ad,1093911790,1093911910,1
11:7e:5d:6b:a8:ad,cb:c7:b8:a7:a8:ad,1093909145,1093911910,1
11:7e:5d:6b:a8:ad,cb:c7:bd:00:a8:ad,1093910043,1093911786,1
11:7e:5d:6b:a8:ad,cb:c7:bd:12:a8:ad,1093908546,1093911913,1
11:7e:5d:6b:a8:ad,cb:c7:bd:e2:a8:ad,1093907089,1093911912,1
11:7e:5d:6b:a8:ad,cb:d6:3d:da:a8:ad,1093899004,1093899650,1
11:7e:5d:6b:a8:ad,cb:db:71:ba:a8:ad,1093898114,1093899678,1
11:7e:5d:6b:a8:ad,cb:db:87:da:a8:ad,1093899163,1093899785,1
11:7e:5d:6b:a8:ad,cb:df:0c:3b:a8:ad,1093902091,1093902794,1
11:7e:5d:6b:a8:ad,cb:e2:29:2f:a8:ad,1093905725,1093907251,0
11:7e:5d:6b:a8:ad,cb:f0:4d:93:a8:ad,1093885375,1093885465,0
11:7e:5d:6b:a8:ad,cb:f6:2f:da:a8:ad,1093901730,1093902043,1
11:7e:5d:6b:a8:ad,cb:f6:6a:bb:a8:ad,1093902040,1093902369,1
11:7e:5d:6b:a8:ad,cb:fc:a4:8b:a8:ad,1093904083,1093904295,1
11:7e:5d:6b:a8:ad,cb:fc:a4:bb:a8:ad,1093898683,1093899630,1
11:7e:5d:6b:a8:ad,cc:00:35:62:a8:ad,1093891142,1093891423,1
11:7e:5d:6b:a8:ad,cc:02:35:c7:a8:ad,1093899433,1093904999,1
11:7e:5d:6b:a8:ad,cc:02:5d:6b:a8:ad,1093886133,1093904735,0
11:7e:5d:6b:a8:ad,cc:0c:77:b9:a8:ad,1093892181,1093892535,0
11:7e:5d:6b:a8:ad,cc:22:27:ba:a8:ad,1093885851,1093900233,1
11:7e:5d:6b:a8:ad,cc:22:5d:6b:a8:ad,1093903919,1093904992,0
11:7e:5d:6b:a8:ad,cc:35:32:bb:a8:ad,1093890887,1093890975,1
11:7e:5d:6b:a8:ad,cc:47:5f:a6:a8:ad,1093901950,1093902439,1
11:7e:5d:6b:a8:ad,cc:48:8e:b1:a8:ad,1093902266,1093902381,1
11:7e:5d:6b:a8:ad,cc:48:9b:60:a8:ad,1093902310,1093902316,1
11:7e:5d:6b:a8:ad,cc:48:9b:e0:a8:ad,1093888246,1093890486,1
11:7e:5d:6b:a8:ad,cc:56:db:e4:a8:ad,1093886706,1093902559,1
11:7e:5d:6b:a8:ad,cc:59:f1:61:a8:ad,1093902074,1093902697,1
11:7e:5d:6b:a8:ad,cc:59:f1:66:a8:ad,1093902279,1093902329,1
11:7e:5d:6b:a8:ad,cc:59:f9:ad:a8:ad,1093902204,1093902395,1
11:7e:5d:6b:a8:ad,cc:7b:5d:6b:a8:ad,1093899927,1093902690,0
11:7e:5d:6b:a8:ad,cc:8e:b5:84:a8:ad,1093909486,1093909489,1
11:7e:5d:6b:a8:ad,cc:8f:ba:84:a8:ad,1093892873,1093893926,0
11:7e:5d:6b:a8:ad,cc:d8:9e:5c:a8:ad,1093887941,1093907047,1
11:7e:5d:6b:a8:ad,cc:e7:0e:bb:a8:ad,1093885464,1093905287,1
11:7e:5d:6b:a8:ad,cc:f0:8f:7d:a8:ad,1093902046,1093902339,0
11:7e:5d:6b:a8:ad,cd:05:9b:bd:a8:ad,1093886655,1093901052,1
11:7e:5d:6b:a8:ad,cd:11:8a:0f:a8:ad,1093895257,1093895954,1
11:7e:5d:6b:a8:ad,cd:46:c2:77:a8:ad,1093900451,1093900763,1
11:7e:5d:6b:a8:ad,cd:59:f1:61:a8:ad,1093891336,1093902620,1
11:7e:5d:6b:a8:ad,cd:59:f9:2d:a8:ad,1093902268,1093902622,1
11:7e:5d:6b:a8:ad,cd:59:f9:ad:a8:ad,1093902243,1093902417,1
11:7e:5d:6b:a8:ad,cd:7e:b1:78:a8:ad,1093885726,1093886358,1
11:7e:5d:6b:a8:ad,cd:7f:4c:58:a8:ad,1093902249,1093910162,0
11:7e:5d:6b:a8:ad,cd:7f:8c:34:a8:ad,1093902074,1093902281,1
11:7e:5d:6b:a8:ad,cd:7f:fc:0b:a8:ad,1093902133,1093902298,0
11:7e:5d:6b:a8:ad,cd:9a:3a:58:e0:c8,1093886186,1093887846,1
11:7e:5d:6b:a8:ad,cd:ba:1d:32:a8:ad,1093900451,1093900531,1
11:7e:5d:6b:a8:ad,cd:ba:51:7c:a8:ad,1093900763,1093900821,1
11:7e:5d:6b:a8:ad,cd:ba:dd:46:a8:ad,1093900246,1093900659,0
11:7e:5d:6b:a8:ad,cd:ba:dd:5e:a8:ad,1093900392,1093901072,0
11:7e:5d:6b:a8:ad,cd:ba:df:77:a8:ad,1093890978,1093891168,1
11:7e:5d:6b:a8:ad,cd:cc:7b:4b:a8:ad,1093886748,1093886750,1
11:7e:5d:6b:a8:ad,cd:ce:ba:3d:a8:ad,1093888454,1093889884,1
11:7e:5d:6b:a8:ad,cd:de:06:34:a8:ad,1093902251,1093902252,1
11:7e:5d:6b:a8:ad,cd:fa:5e:29:a8:ad,1093907101,1093910076,1
11:7e:5d:6b:a8:ad,ce:17:68:ad:a8:ad,1093898740,1093899775,1
11:7e:5d:6b:a8:ad,ce:17:a8:6b:a8:ad,1093899186,1093899563,1
11:7e:5d:6b:a8:ad,ce:17:a8:c1:a8:ad,1093885344,1093899740,1
11:7e:5d:6b:a8:ad,ce:37:ba:c1:a8:ad,1093898687,1093899740,1
11:7e:5d:6b:a8:ad,ce:50:06:4f:a8:ad,1093905615,1093912214,0
11:7e:5d:6b:a8:ad,ce:9c:4d:6a:a8:ad,1093899397,1093899443,1
11:7e:5d:6b:a8:ad,ce:9c:4d:c0:a8:ad,1093899167,1093899502,1
11:7e:5d:6b:a8:ad,ce:9c:b2:20:a8:ad,1093894721,1093912044,0
11:7e:5d:6b:a8:ad,ce:a6:51:e6:a8:ad,1093901839,1093902369,0
11:7e:5d:6b:a8:ad,ce:a6:d1:ae:a8:ad,1093899292,1093899784,1
11:7e:5d:6b:a8:ad,ce:b5:c3:22:a8:ad,1093899398,1093899559,1
11:7e:5d:6b:a8:ad,ce:cc:99:f9:13:e6,1093909901,1093910180,0
11:7e:5d:6b:a8:ad,ce:cc:99:f9:a8:ad,1093909904,1093910207,0
11:7e:5d:6b:a8:ad,ce:cc:99:f9:aa:38,1093905736,1093905741,0
11:7e:5d:6b:a8:ad,ce:cd:95:15:a8:ad,1093906529,1093906546,0
11:7e:5d:6b:a8:ad,ce:f0:11:c0:a8:ad,1093899005,1093901079,1
11:7e:5d:6b:a8:ad,ce:f4:f6:b8:a8:ad,1093885358,1093898990,1
11:7e:5d:6b:a8:ad,ce:f5:fd:99:a8:ad,1093885365,1093888316,0
11:7e:5d:6b:a8:ad,cf:17:a8:c1:a8:ad,1093899149,1093899389,1
11:7e:5d:6b:a8:ad,cf:1a:84:6b:a8:ad,1093886812,1093900528,1
11:7e:5d:6b:a8:ad,cf:1a:b0:56:a8:ad,1093893854,1093899780,1
11:7e:5d:6b:a8:ad,cf:24:f9:ae:a8:ad,1093901043,1093901275,0
11:7e:5d:6b:a8:ad,cf:26:7b:ae:a8:ad,1093905286,1093905416,0
11:7e:5d:6b:a8:ad,cf:43:58:aa:a8:ad,1093907587,1093908414,1
11:7e:5d:6b:a8:ad,cf:58:59:4a:a8:ad,1093889377,1093901280,1
11:7e:5d:6b:a8:ad,cf:58:81:63:a8:ad,1093892087,1093893797,1
11:7e:5d:6b:a8:ad,cf:58:a5:57:a8:ad,1093899776,1093900838,1
11:7e:5d:6b:a8:ad,cf:58:a9:3d:a8:ad,1093886333,1093893920,1
11:7e:5d:6b:a8:ad,cf:8f:db:63:a8:ad,1093902513,1093902558,1
11:7e:5d:6b:a8:ad,cf:9a:34:50:a8:ad,1093886422,1093900125,0
11:7e:5d:6b:a8:ad,cf:9a:d8:44:a8:ad,1093885718,1093886105,1
11:7e:5d:6b:a8:ad,cf:9a:f8:56:a8:ad,1093889131,1093893762,0
11:7e:5d:6b:a8:ad,cf:9c:4d:6a:a8:ad,1093898622,1093899661,1
11:7e:5d:6b:a8:ad,cf:9c:4d:c0:a8:ad,1093898969,1093898975,1
11:7e:5d:6b:a8:ad,cf:a6:51:2a:a8:ad,1093899467,1093899657,1
11:7e:5d:6b:a8:ad,cf:a6:d1:2e:a8:ad,1093899290,1093899792,1
11:7e:5d:6b:a8:ad,cf:a6:d1:62:a8:ad,1093899479,1093899597,1
11:7e:5d:6b:a8:ad,cf:a6:d1:ae:a8:ad,1093899204,1093899599,1
11:7e:5d:6b:a8:ad,cf:b5:c3:18:a8:ad,1093898689,1093899458,0
11:7e:5d:6b:a8:ad,cf:c6:05:ae:a8:ad,1093899466,1093901044,0
11:7e:5d:6b:a8:ad,cf:d1:fe:fc:36:c8,1093903134,1093903153,0
11:7e:5d:6b:a8:ad,cf:d1:fe:fc:a8:ad,1093903102,1093903229,0
11:7e:5d:6b:a8:ad,cf:e6:17:ae:a8:ad,1093899477,1093901052,0
11:7e:5d:6b:a8:ad,cf:e6:dc:6f:a8:ad,1093899506,1093901047,0
11:7e:5d:6b:a8:ad,cf:ed:56:2b:a8:ad,1093891232,1093893954,1
11:7e:5d:6b:a8:ad,cf:ed:76:39:a8:ad,1093892181,1093893740,1
11:7e:5d:6b:a8:ad,cf:fd:b9:d3:a8:ad,1093885547,1093888374,1
11:7e:5d:6b:a8:ad,d0:1b:1d:8a:a8:ad,1093898709,1093899527,1
11:7e:5d:6b:a8:ad,d0:1b:1d:ba:a8:ad,1093898644,1093899738,1
11:7e:5d:6b:a8:ad,d0:1b:1d:db:a8:ad,1093899120,1093899549,1
11:7e:5d:6b:a8:ad,d0:1b:1f:8b:a8:ad,1093899162,1093899747,1
11:7e:5d:6b:a8:ad,d0:1b:2b:36:a8:ad,1093899153,1093899327,1
11:7e:5d:6b:a8:ad,d0:1b:d1:bc:a8:ad,1093898744,1093901028,1
11:7e:5d:6b:a8:ad,d0:1b:eb:26:a8:ad,1093899492,1093899609,1
11:7e:5d:6b:a8:ad,d0:1b:f2:b3:a8:ad,1093899009,1093899750,1
11:7e:5d:6b:a8:ad,d0:22:69:30:a8:ad,1093900546,1093906064,1
11:7e:5d:6b:a8:ad,d0:35:f5:af:a8:ad,1093887287,1093899330,1
11:7e:5d:6b:a8:ad,d0:38:8f:30:a8:ad,1093900047,1093900055,0
11:7e:5d:6b:a8:ad,d0:3d:c0:4b:a8:ad,1093886595,1093894188,1
11:7e:5d:6b:a8:ad,d0:3d:ec:33:a8:ad,1093885517,1093886738,1
11:7e:5d:6b:a8:ad,d0:3d:ec:d1:a8:ad,1093886372,1093886630,1
11:7e:5d:6b:a8:ad,d0:52:90:bc:a8:ad,1093898973,1093899237,0
11:7e:5d:6b:a8:ad,d0:68:ca:3a:a8:ad,1093891841,1093902240,0
11:7e:5d:6b:a8:ad,d0:74:0d:45:a8:ad,1093891142,1093899149,1
11:7e:5d:6b:a8:ad,d0:74:0d:c5:a8:ad,1093899346,1093899763,1
11:7e:5d:6b:a8:ad,d0:76:ee:dc:a8:ad,1093886925,1093899661,1
11:7e:5d:6b:a8:ad,d0:9c:0b:bb:a8:ad,1093901688,1093902124,0
11:7e:5d:6b:a8:ad,d0:9c:29:98:a8:ad,1093904490,1093905820,1
11:7e:5d:6b:a8:ad,d0:a6:d7:98:a8:ad,1093899385,1093899795,1
11:7e:5d:6b:a8:ad,d0:a6:d7:b8:a8:ad,1093899382,1093899383,1
11:7e:5d:6b:a8:ad,d0:ab:78:4a:a8:ad,1093899700,1093906898,1
11:7e:5d:6b:a8:ad,d0:b0:73:bb:a8:ad,1093888135,1093891359,1
11:7e:5d:6b:a8:ad,d0:c8:89:9f:a8:ad,1093890985,1093893299,0
11:7e:5d:6b:a8:ad,d0:eb:4b:66:a8:ad,1093899467,1093899792,1
11:7e:5d:6b:a8:ad,d0:eb:c7:44:a8:ad,1093899031,1093899394,1
11:7e:5d:6b:a8:ad,d0:eb:c7:c4:a8:ad,1093898663,1093899297,1
11:7e:5d:6b:a8:ad,d0:f6:6a:bb:a8:ad,1093898720,1093899631,0
11:7e:5d:6b:a8:ad,d0:fc:a4:bb:a8:ad,1093899410,1093899605,1
11:7e:5d:6b:a8:ad,d1:11:78:d0:a8:ad,1093899189,1093899439,1
11:7e:5d:6b:a8:ad,d1:1b:eb:da:a8:ad,1093898056,1093899678,1
11:7e:5d:6b:a8:ad,d1:1e:fa:5a:a8:ad,1093898702,1093900068,1
11:7e:5d:6b:a8:ad,d1:21:72:65:a8:ad,1093898968,1093899320,1
11:7e:5d:6b:a8:ad,d1:52:3c:ba:a8:ad,1093893933,1093900530,1
11:7e:5d:6b:a8:ad,d1:6e:1a:40:a8:ad,1093899363,1093901056,0
11:7e:5d:6b:a8:ad,d1:72:2e:ba:a8:ad,1093905620,1093907026,1
11:7e:5d:6b:a8:ad,d1:97:1f:28:a8:ad,1093904474,1093904518,1
11:7e:5d:6b:a8:ad,d1:9c:29:98:a8:ad,1093911699,1093911701,1
11:7e:5d:6b:a8:ad,d1:9c:83:bf:a8:ad,1093911700,1093911920,1
11:7e:5d:6b:a8:ad,d1:9c:c5:8c:a8:ad,1093885362,1093893574,1
11:7e:5d:6b:a8:ad,d1:ae:5c:3d:a8:ad,1093887084,1093904472,1
11:7e:5d:6b:a8:ad,d1:ba:b7:28:a8:ad,1093886862,1093886863,1
11:7e:5d:6b:a8:ad,d1:da:a9:98:a8:ad,1093891444,1093899082,1
11:7e:5d:6b:a8:ad,d1:dd:d2:e0:a8:ad,1093885336,1093899183,1
11:7e:5d:6b:a8:ad,d1:dd:fe:18:a8:ad,1093899193,1093899321,1
11:7e:5d:6b:a8:ad,d1:de:5d:6b:a8:ad,1093890981,1093893342,0
11:7e:5d:6b:a8:ad,d1:e3:21:e0:a8:ad,1093899273,1093901697,1
11:7e:5d:6b:a8:ad,d1:e3:8d:d0:a8:ad,1093899283,1093899341,1
11:7e:5d:6b:a8:ad,d1:eb:4b:e6:a8:ad,1093885875,1093899360,1
11:7e:5d:6b:a8:ad,d1:ed:35:27:a8:ad,1093900466,1093901667,0
11:7e:5d:6b:a8:ad,d2:11:63:f0:a8:ad,1093892974,1093893299,0
11:7e:5d:6b:a8:ad,d2:fc:c3:6a:a8:ad,1093898652,1093899486,0
11:7e:5d:6b:a8:ad,d3:09:ff:65:a8:ad,1093898685,1093899271,1
11:7e:5d:6b:a8:ad,d3:3d:58:37:a8:ad,1093899260,1093902709,1
11:7e:5d:6b:a8:ad,d3:3d:58:b7:a8:ad,1093892084,1093892109,1
11:7e:5d:6b:a8:ad,d3:3d:86:09:a8:ad,1093893807,1093893884,1
11:7e:5d:6b:a8:ad,d3:4c:84:2c:a8:ad,1093899035,1093899799,0
11:7e:5d:6b:a8:ad,d3:4c:d5:62:a8:ad,1093899020,1093899799,1
11:7e:5d:6b:a8:ad,d3:4d:eb:e3:a8:ad,1093886783,1093886863,1
11:7e:5d:6b:a8:ad,d3:52:34:62:a8:ad,1093899021,1093901499,1
11:7e:5d:6b:a8:ad,d3:52:d6:2d:a8:ad,1093899023,1093899799,1
11:7e:5d:6b:a8:ad,d3:5b:dd:5e:a8:ad,1093900300,1093900650,1
11:7e:5d:6b:a8:ad,d3:6f:e9:33:a8:ad,1093885280,1093901720,1
11:7e:5d:6b:a8:ad,d3:80:3d:f4:a8:ad,1093891278,1093899031,0
11:7e:5d:6b:a8:ad,d3:80:82:2c:a8:ad,1093899023,1093899031,1
11:7e:5d:6b:a8:ad,d3:80:d3:62:a8:ad,1093891820,1093899024,1
11:7e:5d:6b:a8:ad,d3:a1:b2:20:a8:ad,1093908246,1093909028,0
11:7e:5d:6b:a8:ad,d3:a7:c0:46:a8:ad,1093900455,1093901048,1
11:7e:5d:6b:a8:ad,d3:a7:c2:77:a8:ad,1093900615,1093901026,1
11:7e:5d:6b:a8:ad,d3:ac:fa:2c:a8:ad,1093899023,1093899024,1
11:7e:5d:6b:a8:ad,d3:ae:29:62:a8:ad,1093898663,1093899799,1
11:7e:5d:6b:a8:ad,d3:ae:cb:2d:a8:ad,1093899023,1093899034,1
11:7e:5d:6b:a8:ad,d3:b0:99:2c:a8:ad,1093899020,1093901120,1
11:7e:5d:6b:a8:ad,d3:b0:c8:62:a8:ad,1093899023,1093899024,1
11:7e:5d:6b:a8:ad,d3:b4:9f:25:a8:ad,1093909300,1093910702,1
11:7e:5d:6b:a8:ad,d3:b7:ca:70:a8:ad,1093899197,1093899543,0
11:7e:5d:6b:a8:ad,d3:bf:05:ae:a8:ad,1093888705,1093905545,1
11:7e:5d:6b:a8:ad,d3:d9:a0:24:a8:ad,1093910893,1093912362,1
11:7e:5d:6b:a8:ad,d3:e9:bb:24:a8:ad,1093911932,1093911935,1
11:7e:5d:6b:a8:ad,d3:f3:ea:da:a8:ad,1093899119,1093899657,1
11:7e:5d:6b:a8:ad,d3:f3:f3:4f:a8:ad,1093898157,1093899016,1
11:7e:5d:6b:a8:ad,d3:f3:f3:b3:a8:ad,1093899441,1093908458,1
11:7e:5d:6b:a8:ad,d3:fc:c3:6a:a8:ad,1093898615,1093898676,0
11:7e:5d:6b:a8:ad,d3:fd:ea:49:a8:ad,1093900927,1093902324,1
11:7e:5d:6b:a8:ad,d3:fd:ea:89:a8:ad,1093899236,1093899273,1
11:7e:5d:6b:a8:ad,d4:09:f7:b8:a8:ad,1093891775,1093909774,1
11:7e:5d:6b:a8:ad,d4:10:fd:8e:a8:ad,1093898785,1093898878,1
11:7e:5d:6b:a8:ad,d4:1b:eb:ea:a8:ad,1093898942,1093901489,1
11:7e:5d:6b:a8:ad,d4:20:da:9f:a8:ad,1093890864,1093900852,1
11:7e:5d:6b:a8:ad,d4:23:f8:72:a8:ad,1093891061,1093891379,0
11:7e:5d:6b:a8:ad,d4:23:f8:ac:a8:ad,1093888087,1093888298,0
11:7e:5d:6b:a8:ad,d4:2e:01:04:a8:ad,1093888161,1093891286,0
11:7e:5d:6b:a8:ad,d4:36:43:da:a8:ad,1093898916,1093899094,1
11:7e:5d:6b:a8:ad,d4:36:43:ea:a8:ad,1093899014,1093899573,1
11:7e:5d:6b:a8:ad,d4:46:39:8b:a8:ad,1093898693,1093901331,1
11:7e:5d:6b:a8:ad,d4:46:7c:ea:a8:ad,1093898981,1093899537,1
