source,destination,start,fin,AP
6d:d3:23:45:a7:b0,a7:f5:f3:84:a7:b0,1093901429,1093902140,1
12:31:8c:2a:b6:b0,06:7f:00:f0:80:db,1093899827,1093900752,0
cf:90:fc:64:4b:8a,25:84:b1:64:80:db,1093900487,1093900535,1
11:7e:5d:6b:a8:ad,2e:98:c9:bb:a8:ad,1093901070,1093902038,1
11:7e:5d:6b:a8:ad,2e:a4:74:b9:a8:ad,1093899031,1093902032,1
11:7e:5d:6b:a8:ad,01:01:c8:bf:a8:ad,1093901070,1093902050,1
11:7e:5d:6b:a8:ad,0f:bf:c8:62:a8:ad,1093899023,1093899797,1
11:7e:5d:6b:a8:ad,75:52:39:8b:a8:ad,1093901725,1093902039,1
6d:d3:23:45:a7:b0,3c:20:da:bb:a7:b0,1093897999,1093899028,1
25:84:b1:64:80:db,02:e9:a0:76:80:db,1093885792,1093899697,1
25:84:b1:64:80:db,2e:a4:b8:bf:80:db,1093899019,1093900924,1
25:84:b1:64:80:db,e9:99:c9:bf:80:db,1093899028,1093902023,1
25:84:b1:64:80:db,58:11:0c:3f:80:db,1093898075,1093900726,1
6d:d3:23:45:a7:b0,75:52:39:8b:a7:b0,1093898089,1093901500,1
6d:d3:23:45:a7:b0,bc:cf:ba:3d:a7:b0,1093900162,1093900735,0
25:84:b1:64:80:db,2b:ff:32:cc:80:db,1093899428,1093899736,1
25:84:b1:64:80:db,3c:20:da:83:80:db,1093899026,1093901565,1
6d:d3:23:45:a7:b0,0c:3c:0d:c5:a7:b0,1093897018,1093902793,1
6d:d3:23:45:a7:b0,6f:a3:ba:3d:a7:b0,1093902042,1093902713,1
6d:d3:23:45:a7:b0,e2:01:74:99:a7:b0,1093898112,1093902751,1
25:84:b1:64:80:db,47:ad:74:99:80:db,1093898209,1093901496,1
6d:d3:23:45:a7:b0,ad:c0:a0:a6:a7:b0,1093891211,1093891212,1
6d:d3:23:45:a7:b0,71:b0:4f:fc:a7:b0,1093899030,1093899036,1
6d:d3:23:45:a7:b0,0b:ad:74:99:a7:b0,1093898201,1093899684,1
6d:d3:23:45:a7:b0,0c:be:74:c4:a7:b0,1093898198,1093901831,1
6d:d3:23:45:a7:b0,0c:7d:f5:af:a7:b0,1093897938,1093899368,1
25:84:b1:64:80:db,28:10:75:99:80:db,1093898956,1093899155,1
25:84:b1:64:80:db,18:3c:01:af:80:db,1093899217,1093899590,1
11:7e:5d:6b:a8:ad,ec:50:4e:fc:a8:ad,1093899033,1093899794,1
11:7e:5d:6b:a8:ad,67:bf:74:99:a8:ad,1093898624,1093903654,1
11:7e:5d:6b:a8:ad,df:39:13:8d:a8:ad,1093899033,1093899375,1
11:7e:5d:6b:a8:ad,3c:20:da:83:a8:ad,1093901076,1093902053,1
6d:d3:23:45:a7:b0,e9:a5:b8:bf:a7:b0,1093902033,1093902053,1
6d:d3:23:45:a7:b0,01:21:da:9f:a7:b0,1093899798,1093902053,1
6d:d3:23:45:a7:b0,01:01:c8:9f:a7:b0,1093899033,1093902026,1
6d:d3:23:45:a7:b0,2e:98:c9:9f:a7:b0,1093899028,1093901076,1
6d:d3:23:45:a7:b0,cb:1b:1d:ba:a7:b0,1093898073,1093902758,1
6d:d3:23:45:a7:b0,2e:a4:74:bd:a7:b0,1093899038,1093902054,1
6d:d3:23:45:a7:b0,2e:98:c9:bf:a7:b0,1093900855,1093902054,1
25:84:b1:64:80:db,02:fb:cb:08:80:db,1093902803,1093903845,1
25:84:b1:64:80:db,6c:b1:75:59:80:db,1093899035,1093899036,1
6d:d3:23:45:a7:b0,ca:1b:1d:8a:a7:b0,1093899406,1093899601,1
6d:d3:23:45:a7:b0,00:21:da:bf:a7:b0,1093900923,1093902026,1
6d:d3:23:45:a7:b0,6e:92:98:b3:a7:b0,1093897904,1093902040,1
6d:d3:23:45:a7:b0,6e:52:2d:a4:a7:b0,1093898649,1093899666,1
6d:d3:23:45:a7:b0,62:af:c3:6a:a7:b0,1093898197,1093901214,1
11:7e:5d:6b:a8:ad,6e:52:f4:b3:a8:ad,1093898949,1093899772,1
11:7e:5d:6b:a8:ad,41:8a:3f:8b:a8:ad,1093898205,1093901746,1
11:7e:5d:6b:a8:ad,6e:a7:0b:8a:a8:ad,1093898709,1093902177,1
11:7e:5d:6b:a8:ad,6e:9e:3f:65:a8:ad,1093898624,1093901288,1
25:84:b1:64:80:db,6f:92:98:b3:80:db,1093885553,1093899501,1
11:7e:5d:6b:a8:ad,e9:a5:b8:bf:a8:ad,1093899028,1093902049,1
11:7e:5d:6b:a8:ad,e9:99:c9:bf:a8:ad,1093902023,1093902044,1
6d:d3:23:45:a7:b0,b3:b9:db:bf:a7:b0,1093891253,1093891498,1
6d:d3:23:45:a7:b0,7f:df:81:8a:a7:b0,1093898109,1093899636,1
6d:d3:23:45:a7:b0,cb:a1:c5:db:a7:b0,1093899009,1093900860,1
6d:d3:23:45:a7:b0,67:3d:21:e0:a7:b0,1093898149,1093902322,1
6d:d3:23:45:a7:b0,5f:7d:79:0d:a7:b0,1093898684,1093901082,1
25:84:b1:64:80:db,2e:98:c9:9f:80:db,1093901058,1093901071,1
6d:d3:23:45:a7:b0,a8:a6:d7:b8:a7:b0,1093899348,1093899370,0
ff:ff:ff:ff:83:ce,ff:ff:ff:ff:ff:ff,1093896845,1093903349,1
6d:d3:23:45:a7:b0,a3:05:83:69:a7:b0,1093899410,1093902748,1
25:84:b1:64:80:db,d3:80:d3:62:80:db,1093899023,1093899799,1
11:7e:5d:6b:a8:ad,67:3d:c1:c3:a8:ad,1093898716,1093902815,1
25:84:b1:64:80:db,8c:20:72:65:80:db,1093899129,1093899373,1
6d:d3:23:45:a7:b0,01:01:04:bd:a7:b0,1093901075,1093902047,1
6d:d3:23:45:a7:b0,8a:17:0c:3f:a7:b0,1093898108,1093899836,1
25:84:b1:64:80:db,a9:f2:3e:65:80:db,1093890725,1093899116,1
12:31:8c:2a:b6:b0,2e:98:c9:bf:80:db,1093899985,1093901217,1
11:7e:5d:6b:a8:ad,0c:3c:21:e0:a8:ad,1093898648,1093899789,1
11:7e:5d:6b:a8:ad,6e:92:55:65:a8:ad,1093902025,1093902617,1
11:7e:5d:6b:a8:ad,3c:20:b7:cf:a8:ad,1093890726,1093891573,1
25:84:b1:64:80:db,7f:88:6b:8b:80:db,1093901708,1093902493,1
11:7e:5d:6b:a8:ad,86:d3:ef:3d:a8:ad,1093901879,1093903592,1
1b:8f:03:ab:b6:b0,00:40:96:a1:2b:89,1093903699,1093903871,0
00:50:59:85:13:ea,25:84:b1:64:80:db,1093899732,1093901188,1
12:31:8c:2a:b6:b0,45:51:73:65:80:db,1093887875,1093888458,1
12:31:8c:2a:b6:b0,85:ff:32:cc:80:db,1093897913,1093902809,1
12:31:8c:2a:b6:b0,6e:9e:f2:b3:80:db,1093897908,1093902495,1
25:84:b1:64:80:db,88:67:f5:67:80:db,1093898285,1093899622,1
11:7e:5d:6b:a8:ad,57:e2:a9:69:a8:ad,1093894641,1093894958,0
11:7e:5d:6b:a8:ad,71:28:29:2f:a8:ad,1093894444,1093895000,0
b8:e4:12:95:9e:b5,92:fa:e0:44:30:0b,1093904016,1093904021,0
bf:22:2d:6f:a4:de,48:26:04:6e:a8:ad,1093903679,1093903865,0
bf:22:2d:6f:a4:de,07:7f:a2:9b:a8:ad,1093899500,1093901003,0
b4:c1:4d:7a:1c:ae,11:7e:5d:6b:a8:ad,1093898793,1093901021,1
11:7e:5d:6b:a8:ad,57:e2:8b:4a:a8:ad,1093894845,1093895032,0
6d:d3:23:45:a7:b0,a1:76:68:8b:a7:b0,1093894299,1093897761,1
cd:13:24:18:a8:ad,00:0e:d7:87:e0:60,1093903787,1093903788,0
0a:fa:c4:6a:80:db,00:0e:d7:87:e0:60,1093903787,1093903788,0
0a:fa:c4:6a:a8:ad,00:0e:d7:87:e0:60,1093903787,1093903788,0
e3:5b:8e:11:72:51,25:84:b1:64:80:db,1093899988,1093900417,1
c2:5e:d3:35:57:b6,25:84:b1:64:80:db,1093899737,1093901220,1
6d:d3:23:45:a7:b0,72:de:75:1f:a7:b0,1093885550,1093894724,1
12:31:8c:2a:b6:b0,66:75:14:f0:80:db,1093885853,1093890623,0
11:7e:5d:6b:a8:ad,75:9e:f2:ee:a8:ad,1093898150,1093899466,1
ed:86:91:38:82:ef,b1:ac:ed:a1:d2:d5,1093885945,1093900639,1
25:84:b1:64:80:db,5b:ff:0c:3f:80:db,1093898915,1093900538,1
25:84:b1:64:80:db,ad:92:41:4a:80:db,1093898081,1093899672,1
25:84:b1:64:80:db,48:05:2a:3e:80:db,1093901229,1093903866,1
25:84:b1:64:80:db,a3:05:83:35:80:db,1093891591,1093899378,1
11:7e:5d:6b:a8:ad,0d:16:b2:2e:a8:ad,1093891130,1093894761,0
12:31:8c:2a:b6:b0,06:7f:b8:ef:80:db,1093899412,1093902527,1
11:7e:5d:6b:a8:ad,06:c7:05:d5:a8:ad,1093888930,1093902373,0
bf:22:2d:6f:a4:de,a3:ac:08:a4:4a:61,1093903546,1093904022,1
6d:d3:23:45:a7:b0,07:93:e7:66:a7:b0,1093893772,1093893795,0
12:31:8c:2a:b6:b0,75:37:22:87:80:db,1093903054,1093903874,0
d8:11:97:62:a3:49,25:84:b1:64:80:db,1093893051,1093893073,1
ff:ff:83:ce:bb:11,ff:ff:ff:ff:ff:ff,1093888511,1093902568,0
6d:d3:23:45:a7:b0,3a:01:74:99:a7:b0,1093898684,1093902676,1
11:7e:5d:6b:a8:ad,06:7f:00:f0:a8:ad,1093899425,1093902969,0
6d:d3:23:45:a7:b0,72:de:5f:8c:a7:b0,1093894718,1093899184,1
25:84:b1:64:80:db,99:8a:3f:8b:80:db,1093898081,1093899736,1
25:84:b1:64:80:db,06:7f:f3:84:80:db,1093891001,1093899160,0
6d:d3:23:45:a7:b0,d4:91:9b:8a:a7:b0,1093899001,1093899280,1
11:7e:5d:6b:a8:ad,66:99:1f:72:a8:ad,1093899171,1093901979,0
44:0c:c2:e8:d2:60,cc:6f:ba:36:07:ad,1093889431,1093900491,0
11:7e:5d:6b:a8:ad,ad:92:41:4a:a8:ad,1093901725,1093901733,1
11:7e:5d:6b:a8:ad,cb:91:9b:8a:a8:ad,1093898617,1093899664,1
11:7e:5d:6b:a8:ad,ad:61:85:12:a8:ad,1093899292,1093899302,1
11:7e:5d:6b:a8:ad,99:e3:ff:65:a8:ad,1093898760,1093899603,1
25:84:b1:64:80:db,e5:16:4e:ae:80:db,1093901688,1093902053,1
00:d3:23:45:a7:b0,00:40:96:a1:2b:89,1093896211,1093896217,0
11:7e:5d:6b:a8:ad,25:f1:73:65:a8:ad,1093898910,1093899724,1
11:7e:5d:6b:a8:ad,99:8e:73:65:a8:ad,1093898686,1093902046,1
11:7e:5d:6b:a8:ad,1e:9f:ee:e5:a8:ad,1093885314,1093899505,1
25:84:b1:64:80:db,da:24:37:1c:80:db,1093897963,1093903916,0
6d:d3:23:45:a7:b0,c9:6e:4e:ae:a7:b0,1093898677,1093899080,1
6d:d3:23:45:a7:b0,82:a1:f1:d6:a7:b0,1093898085,1093902770,1
11:7e:5d:6b:a8:ad,83:a1:f1:d6:a8:ad,1093902698,1093903183,1
6d:d3:23:45:a7:b0,ff:2c:ba:6b:a7:b0,1093898126,1093901494,1
25:84:b1:64:80:db,ff:96:94:6a:80:db,1093898660,1093899216,1
6d:d3:23:45:a7:b0,a5:bd:5a:3a:b4:00,1093892234,1093894224,0
11:7e:5d:6b:a8:ad,95:60:68:65:a8:ad,1093898741,1093899421,1
11:7e:5d:6b:a8:ad,1e:9f:ee:d7:a8:ad,1093885291,1093886568,1
6d:d3:23:45:a7:b0,c5:04:e9:33:a7:b0,1093897995,1093899298,1
11:7e:5d:6b:a8:ad,06:20:72:65:a8:ad,1093899017,1093899681,1
11:7e:5d:6b:a8:ad,74:94:fe:65:a8:ad,1093898221,1093902405,1
11:7e:5d:6b:a8:ad,c5:04:e9:33:a8:ad,1093902510,1093902746,1
6d:d3:23:45:a7:b0,46:11:32:0c:a7:b0,1093898074,1093902756,1
11:7e:5d:6b:a8:ad,82:3b:0f:8a:a8:ad,1093898652,1093901726,1
11:7e:5d:6b:a8:ad,cb:f6:6a:8b:a8:ad,1093898651,1093901029,1
6d:d3:23:45:a7:b0,06:7f:00:f0:a7:b0,1093899295,1093903895,1
11:7e:5d:6b:a8:ad,a7:f5:b8:ef:a8:ad,1093890969,1093902004,1
11:7e:5d:6b:a8:ad,a8:ae:a3:9b:a8:ad,1093889045,1093890235,0
11:7e:5d:6b:a8:ad,66:75:11:06:a8:ad,1093890534,1093891082,0
11:7e:5d:6b:a8:ad,6e:22:06:8b:a8:ad,1093898135,1093899664,1
86:81:e3:c5:e4:61,cc:61:41:6d:07:ad,1093889476,1093889913,1
ff:ff:ff:ff:ff:ff,fa:89:f9:90:fe:47,1093898089,1093900259,1
12:31:8c:2a:b6:b0,66:99:00:f0:80:db,1093901197,1093901987,0
12:31:8c:2a:b6:b0,48:26:04:6e:0e:f7,1093889398,1093890058,0
8f:72:fd:39:f2:20,f6:e0:ce:0c:af:9f,1093898049,1093898761,1
7f:1b:2a:9d:f4:28,25:84:b1:64:80:db,1093899974,1093900548,1
6d:d3:23:45:a7:b0,af:19:f5:23:a7:b0,1093898105,1093900259,0
a0:c0:6e:30:b4:4d,ce:bc:54:6d:99:04,1093890516,1093901828,0
6d:d3:23:45:a7:b0,07:ed:fa:da:a7:b0,1093899913,1093900021,0
b6:93:c7:08:1a:00,21:7d:8b:59:f0:35,1093890466,1093891160,0
11:7e:5d:6b:a8:ad,af:19:f5:23:a8:ad,1093898356,1093899943,0
25:84:b1:64:80:db,f0:96:10:f6:80:db,1093894546,1093894796,0
25:84:b1:64:80:db,af:19:f5:23:80:db,1093898433,1093899985,0
bf:22:2d:6f:a4:de,af:19:f5:23:a8:ad,1093898435,1093898684,0
25:84:b1:64:80:db,c5:98:5c:aa:80:db,1093893828,1093898617,0
25:84:b1:64:80:db,6c:ed:fa:da:80:db,1093898126,1093899703,1
ff:ff:ff:ff:ff:ff,48:26:04:6e:8f:4b,1093897904,1093897961,0
25:84:b1:64:80:db,ac:f7:29:2f:80:db,1093894447,1093894663,0
25:84:b1:64:80:db,9e:23:8b:f7:80:db,1093894742,1093894856,0
11:7e:5d:6b:a8:ad,f8:97:10:f6:a8:ad,1093894695,1093895031,0
12:31:8c:2a:b6:b0,40:e3:29:2f:80:db,1093889892,1093890921,0
f8:ff:ff:ff:ff:ff,07:c9:ab:71:35:8d,1093887843,1093889584,0
b6:a3:dc:08:b2:16,21:7d:8b:59:f0:35,1093893390,1093893844,0
b6:31:ac:a8:34:7c,0b:a7:36:4f:37:fa,1093889457,1093891992,1
b6:a3:dc:a9:38:16,21:26:cc:64:94:1c,1093887955,1093893988,1
b6:a3:dc:08:7e:10,43:a7:36:4f:37:fa,1093890839,1093892842,1
b6:93:c7:08:1a:00,fe:8b:ba:cd:46:5b,1093888107,1093894186,1
b6:93:c7:08:1a:00,0b:a7:36:7e:3c:96,1093890466,1093894134,1
b6:31:ac:c9:de:16,0b:a7:36:fe:44:8d,1093888005,1093890869,1
dd:74:36:29:c2:d4,c9:70:86:ad:ae:ad,1093890296,1093890349,0
11:7e:5d:6b:a8:ad,02:fb:1f:4b:a8:ad,1093898157,1093901067,1
25:84:b1:64:80:db,6d:ed:fa:da:80:db,1093898437,1093898961,1
25:84:b1:64:80:db,07:ed:fa:da:80:db,1093898426,1093900062,1
b6:31:ac:a8:38:16,0b:a7:36:4f:37:fa,1093893173,1093894060,1
b6:a3:dc:a9:38:16,9a:d8:cc:89:ea:e5,1093890888,1093890976,0
25:84:b1:64:80:db,ae:98:52:f1:80:db,1093889360,1093898126,1
6d:d3:23:45:a7:b0,c5:98:52:f1:a7:b0,1093887843,1093890865,0
35:8c:b5:80:49:1f,11:7e:5d:6b:a8:ad,1093886741,1093903115,0
12:31:8c:2a:b6:b0,b2:37:24:04:80:db,1093898643,1093902507,0
0f:1f:fc:4b:b3:e8,25:84:b1:64:80:db,1093898742,1093900750,1
12:31:8c:2a:b6:b0,a6:b9:68:53:80:db,1093901018,1093901217,1
12:31:8c:2a:b6:b0,46:11:0c:3f:80:db,1093897902,1093902501,1
12:31:8c:2a:b6:b0,59:11:0c:3f:80:db,1093898120,1093898970,1
12:31:8c:2a:b6:b0,b4:11:0c:9e:80:db,1093887540,1093898906,1
12:31:8c:2a:b6:b0,47:11:0c:3f:80:db,1093898074,1093902642,1
11:7e:5d:6b:a8:ad,82:46:7c:ea:a8:ad,1093898644,1093902815,1
12:31:8c:2a:b6:b0,7f:88:6b:8b:80:db,1093902495,1093902563,1
25:84:b1:64:80:db,74:cb:fb:37:80:db,1093890478,1093898554,0
11:7e:5d:6b:a8:ad,5d:e3:8b:4a:a8:ad,1093894705,1093894905,0
83:1e:d0:79:80:79,48:26:04:6e:f8:76,1093888834,1093889358,0
52:75:fc:df:b7:2d,00:0e:d7:87:e0:60,1093898265,1093900557,1
76:5f:12:41:b7:2d,00:0e:d7:87:e0:60,1093901237,1093902600,0
b1:b6:f2:33:b7:2d,00:0e:d7:87:e0:60,1093901237,1093902784,0
b1:b6:f2:33:a7:b0,00:0e:d7:87:e0:60,1093901744,1093902784,0
b1:b6:f2:33:80:db,00:0e:d7:87:e0:60,1093887139,1093902784,0
52:75:fc:df:b7:2d,48:26:04:6e:a7:b0,1093898213,1093901601,0
e6:3d:bf:f5:f4:e3,a2:b7:0a:c0:76:3d,1093899748,1093900585,0
12:31:8c:2a:b6:b0,70:c7:97:d4:cc:85,1093887355,1093890127,1
4c:f0:66:51:65:87,25:84:b1:64:80:db,1093898345,1093901216,1
12:31:8c:2a:b6:b0,80:08:96:a1:2b:89,1093887826,1093889889,1
12:31:8c:2a:b6:b0,f7:ff:99:7d:80:db,1093888330,1093889466,1
6d:d3:23:45:a7:b0,06:7f:1a:84:a7:b0,1093899298,1093903156,0
12:31:8c:2a:b6:b0,07:7f:b8:ef:80:db,1093899583,1093901203,1
11:7e:5d:6b:a8:ad,c5:fe:0c:3f:a8:ad,1093898126,1093902011,1
11:7e:5d:6b:a8:ad,72:83:b4:a4:a8:ad,1093902055,1093902806,0
11:7e:5d:6b:a8:ad,6f:b5:f1:d6:a8:ad,1093898947,1093899258,1
6d:d3:23:45:a7:b0,6e:9e:3f:8b:a7:b0,1093898070,1093904125,1
6d:d3:23:45:a7:b0,92:59:28:98:a7:b0,1093901708,1093902052,1
6d:d3:23:45:a7:b0,82:86:98:b3:a7:b0,1093898068,1093901068,1
25:84:b1:64:80:db,91:ff:32:de:80:db,1093898073,1093901855,1
11:7e:5d:6b:a8:ad,4f:b8:11:6a:a8:ad,1093899489,1093899768,1
11:7e:5d:6b:a8:ad,ff:0c:a8:6b:a8:ad,1093898128,1093902103,1
6d:d3:23:45:a7:b0,cb:91:de:db:a7:b0,1093899388,1093899741,1
6d:d3:23:45:a7:b0,6e:b5:80:64:a7:b0,1093898189,1093901071,1
11:7e:5d:6b:a8:ad,74:7d:32:de:a8:ad,1093899138,1093901443,1
11:7e:5d:6b:a8:ad,5a:ff:0c:3f:a8:ad,1093898611,1093903523,1
11:7e:5d:6b:a8:ad,94:03:fc:a4:a8:ad,1093901813,1093902089,1
11:7e:5d:6b:a8:ad,28:ea:0c:3f:a8:ad,1093891579,1093892291,1
11:7e:5d:6b:a8:ad,a0:1a:eb:26:a8:ad,1093898984,1093899599,1
25:84:b1:64:80:db,59:11:32:de:80:db,1093898710,1093898913,1
25:84:b1:64:80:db,72:03:32:0c:80:db,1093885629,1093885924,1
11:7e:5d:6b:a8:ad,82:8a:7a:ea:a8:ad,1093898907,1093900851,1
0e:e0:aa:12:fa:49,25:84:b1:64:80:db,1093900835,1093901682,1
20:d7:d4:14:2d:4b,11:7e:5d:6b:a8:ad,1093900854,1093901573,1
86:d6:de:4b:e0:ae,48:26:04:6e:80:db,1093889245,1093889955,0
67:5e:37:27:dd:f8,34:8f:15:92:6c:bc,1093901695,1093902793,1
30:3f:fc:1f:f5:e4,25:84:b1:64:80:db,1093898330,1093901200,1
30:3f:fc:1f:f5:e4,48:26:04:6e:80:db,1093890020,1093899730,0
7b:b4:56:60:97:9f,25:84:b1:64:80:db,1093899985,1093901219,1
7b:b4:56:60:97:9f,48:26:04:6e:80:db,1093889242,1093899985,0
12:31:8c:2a:b6:b0,6d:dc:eb:e5:e4:33,1093887325,1093891963,1
1b:08:bd:25:2f:ca,25:84:b1:64:80:db,1093900490,1093900670,1
52:75:fc:df:b7:2d,95:dc:aa:5f:a7:b0,1093902218,1093903523,0
11:7e:5d:6b:a8:ad,57:e2:29:21:a8:ad,1093889783,1093894829,0
dc:1f:63:9c:bb:08,00:0e:d7:87:e0:60,1093901705,1093902616,0
dc:1f:63:9c:a8:ad,00:0e:d7:87:e0:60,1093901705,1093902783,0
95:f3:33:58:a8:ad,00:0e:d7:87:e0:60,1093901601,1093902780,0
b0:f5:a0:a9:80:db,00:0e:d7:87:e0:60,1093902590,1093902780,0
73:0c:64:8f:b7:2d,00:0e:d7:87:e0:60,1093901601,1093902784,0
73:0c:64:8f:a7:b0,00:0e:d7:87:e0:60,1093901601,1093902784,0
52:75:fc:df:b7:2d,40:3c:65:b6:a7:b0,1093901698,1093902581,0
76:5f:12:41:b7:2d,77:1c:33:5b:e0:60,1093901743,1093902596,0
76:5f:12:41:a8:ad,00:0e:d7:87:e0:60,1093901615,1093902783,0
b1:b6:f2:33:a8:ad,00:0e:d7:87:e0:60,1093901753,1093902784,0
73:0c:64:8f:80:db,00:0e:d7:87:e0:60,1093888605,1093902784,0
73:0c:64:8f:b6:b0,00:0e:d7:87:e0:60,1093902383,1093902784,0
52:75:fc:df:b7:2d,b2:37:24:04:a7:b0,1093898867,1093902582,0
73:0c:64:8f:ff:ff,00:0e:d7:87:e0:60,1093888605,1093902783,0
73:0c:64:8f:a8:ad,00:0e:d7:87:e0:60,1093901237,1093902781,0
b0:f5:a0:a9:a7:b0,00:0e:d7:87:e0:60,1093901094,1093902783,0
ff:ff:ff:ff:ff:ff,95:dc:aa:5f:95:56,1093902309,1093904211,0
12:31:8c:2a:b6:b0,48:26:04:6e:d7:a9,1093886015,1093890011,0
e9:ff:29:55:82:00,48:26:04:6e:80:db,1093889981,1093899971,0
77:c8:0f:ad:25:78,25:84:b1:64:80:db,1093898818,1093901238,1
d3:af:f2:a6:f0:3b,9e:30:2a:97:90:50,1093899551,1093901203,1
d3:af:f2:a6:f0:3b,48:26:04:6e:90:50,1093901199,1093901203,0
7e:81:36:d9:2f:9c,25:84:b1:64:80:db,1093898338,1093903576,1
76:5f:12:41:80:db,00:0e:d7:87:e0:60,1093885532,1093902375,0
7c:c0:66:b0:a7:b0,00:0e:d7:87:e0:60,1093901601,1093902783,0
7c:c0:66:b0:80:db,00:0e:d7:87:e0:60,1093901638,1093902616,0
7c:c0:66:b0:a8:ad,00:0e:d7:87:e0:60,1093901601,1093902783,0
95:f3:33:58:80:db,00:0e:d7:87:e0:60,1093901746,1093902783,0
b0:f5:a0:a9:a8:ad,00:0e:d7:87:e0:60,1093901094,1093902782,0
76:5f:12:41:a7:b0,00:0e:d7:87:e0:60,1093901742,1093902781,0
88:0a:d7:87:e0:60,6d:d3:23:45:a7:b0,1093894464,1093903140,0
95:f3:33:58:a7:b0,00:0e:d7:87:e0:60,1093901614,1093902784,0
52:75:fc:df:b7:2d,46:11:32:cc:a7:b0,1093898208,1093902504,1
76:5f:12:41:b6:b0,00:0e:d7:87:e0:60,1093901743,1093902383,0
76:5f:12:41:ff:ff,00:0e:d7:87:e0:60,1093901615,1093902239,0
32:7f:8a:a6:08:67,6d:d3:23:45:a7:b0,1093901744,1093902597,1
96:88:cf:06:5c:24,6d:d3:23:45:a7:b0,1093901402,1093902594,1
95:f3:33:58:ff:ff,00:0e:d7:87:e0:60,1093902243,1093902590,0
b0:f5:a0:a9:b6:b0,00:0e:d7:87:e0:60,1093902590,1093902784,0
11:7e:5d:6b:a8:ad,81:be:3d:52:a8:ad,1093900491,1093902527,1
11:7e:5d:6b:a8:ad,12:89:77:07:a8:ad,1093894240,1093895038,1
70:ad:33:b7:28:49,6e:a6:e5:c0:7c:2f,1093888732,1093902211,1
b6:31:ac:09:b2:16,43:a7:2c:88:37:fa,1093888610,1093889172,1
25:84:b1:64:80:db,48:e2:a9:69:80:db,1093894904,1093897849,0
11:7e:5d:6b:a8:ad,48:26:04:6e:92:31,1093900267,1093900836,0
12:31:8c:2a:b6:b0,91:18:21:d6:80:db,1093897999,1093903302,0
12:31:8c:2a:b6:b0,12:89:10:4b:80:db,1093889716,1093889734,0
12:31:8c:2a:b6:b0,12:e2:29:21:80:db,1093889677,1093889892,0
b0:a3:b8:5e:a8:ad,00:0e:d7:87:e0:60,1093902386,1093902744,0
25:84:b1:64:80:db,71:e2:8b:4a:80:db,1093894243,1093894461,0
11:7e:5d:6b:a8:ad,57:a5:68:8b:a8:ad,1093890920,1093894782,0
ff:ff:ff:ff:ff:1f,ff:ff:ff:ff:ff:ff,1093902645,1093903711,1
25:84:b1:64:80:db,57:89:77:07:80:db,1093894415,1093894640,1
2a:0f:24:99:d2:d8,48:26:04:6e:80:db,1093901217,1093901218,0
25:84:b1:64:80:db,ca:28:8b:f7:80:db,1093894220,1093894694,0
95:f3:33:58:b6:b0,00:0e:d7:87:e0:60,1093901237,1093902590,0
f4:c0:54:b3:18:21,6d:d3:23:45:a7:b0,1093900298,1093901873,1
dc:1f:63:9c:a7:b0,00:0e:d7:87:e0:60,1093901705,1093902860,0
dc:1f:63:9c:80:db,00:0e:d7:87:e0:60,1093901705,1093902605,0
95:f3:33:58:a8:ad,77:1c:33:5b:e0:60,1093886991,1093901756,0
25:84:b1:64:80:db,d5:f6:2f:b0:80:db,1093899080,1093899468,1
25:84:b1:64:80:db,a0:1a:eb:da:80:db,1093898181,1093899780,1
25:84:b1:64:80:db,64:df:81:8a:80:db,1093899124,1093899678,1
6d:d3:23:45:a7:b0,73:03:32:0c:a7:b0,1093898083,1093899637,1
12:31:8c:2a:b6:b0,dd:e2:8b:f7:80:db,1093889901,1093889906,0
11:7e:5d:6b:a8:ad,a0:1a:eb:da:a8:ad,1093901623,1093903919,1
6d:d3:23:45:a7:b0,75:92:55:65:a7:b0,1093898217,1093899191,1
6d:d3:23:45:a7:b0,6e:a7:0b:8a:a7:b0,1093898141,1093903520,1
12:31:8c:2a:b6:b0,48:89:10:f6:80:db,1093889683,1093889716,0
6d:d3:23:45:a7:b0,b2:37:24:04:a7:b0,1093897693,1093904180,0
11:7e:5d:6b:a8:ad,c7:09:f1:53:a8:ad,1093892372,1093902536,1
75:58:10:38:2c:c3,70:cf:b2:1c:fa:d6,1093888534,1093889005,1
25:84:b1:64:80:db,3b:ea:e4:d5:80:db,1093888345,1093891710,0
11:7e:5d:6b:a8:ad,dd:e2:8b:4a:a8:ad,1093894836,1093900523,0
12:31:8c:2a:b6:b0,69:eb:0c:3f:80:db,1093898088,1093901705,1
af:2b:5f:22:2a:aa,25:84:b1:64:80:db,1093901059,1093902581,0
11:7e:5d:6b:a8:ad,9a:ff:32:de:a8:ad,1093898641,1093903770,1
6d:d3:23:45:a7:b0,8c:39:13:8d:a7:b0,1093898193,1093899368,1
6d:d3:23:45:a7:b0,47:a2:7f:d0:a7:b0,1093898149,1093900846,1
6d:d3:23:45:a7:b0,e2:30:0c:98:a7:b0,1093897952,1093901691,1
6d:d3:23:45:a7:b0,7a:ab:74:63:1f:5c,1093898423,1093902691,1
11:7e:5d:6b:a8:ad,6e:a7:1f:4b:a8:ad,1093898093,1093903261,1
ff:ff:ff:ff:ff:ff,02:18:57:7c:3b:80,1093897181,1093902525,0
