4 CONN 10 12 up
23 CONN 3 10 up
23 CONN 3 12 up
58 CONN 3 4 up
58 CONN 4 10 up
58 CONN 4 12 up
97 CONN 3 6 up
97 CONN 4 6 up
97 CONN 6 10 up
97 CONN 6 12 up
133 CONN 3 9 up
133 CONN 4 9 up
133 CONN 6 9 up
133 CONN 9 10 up
133 CONN 9 12 up
194 CONN 3 7 up
194 CONN 4 7 up
194 CONN 6 7 up
194 CONN 7 9 up
194 CONN 7 10 up
194 CONN 7 12 up
8055 CONN 2 5 up
8072 CONN 2 5 down
12154 CONN 5 2 up
14767 CONN 5 2 down
27849 CONN 5 2 up
27850 CONN 5 2 down
52396 CONN 0 1 up
52396 CONN 0 3 up
52396 CONN 0 4 up
52396 CONN 0 6 up
52396 CONN 0 7 up
52396 CONN 0 9 up
52396 CONN 0 10 up
52396 CONN 0 12 up
53438 CONN 5 11 up
54020 CONN 2 11 up
54020 CONN 5 2 up
54021 CONN 2 11 down
54021 CONN 5 2 down
57155 CONN 5 11 down
58957 CONN 0 5 up
58957 CONN 3 5 up
58957 CONN 4 5 up
58957 CONN 5 6 up
58957 CONN 5 7 up
58957 CONN 5 9 up
58957 CONN 5 10 up
58957 CONN 5 12 up
61407 CONN 0 1 down
62903 CONN 0 11 up
62903 CONN 3 11 up
62903 CONN 4 11 up
62903 CONN 5 11 up
62903 CONN 6 11 up
62903 CONN 7 11 up
62903 CONN 9 11 up
62903 CONN 10 11 up
62903 CONN 11 12 up
66857 CONN 0 8 up
66857 CONN 3 8 up
66857 CONN 4 8 up
66857 CONN 5 8 up
66857 CONN 6 8 up
66857 CONN 7 8 up
66857 CONN 8 9 up
66857 CONN 8 10 up
66857 CONN 8 11 up
66857 CONN 8 12 up
66976 CONN 0 8 down
66976 CONN 3 8 down
66976 CONN 4 8 down
66976 CONN 5 8 down
66976 CONN 6 8 down
66976 CONN 7 8 down
66976 CONN 8 9 down
66976 CONN 8 10 down
66976 CONN 8 11 down
66976 CONN 8 12 down
69305 CONN 0 11 down
69305 CONN 3 11 down
69305 CONN 4 11 down
69305 CONN 5 11 down
69305 CONN 6 11 down
69305 CONN 7 11 down
69305 CONN 9 11 down
69305 CONN 10 11 down
69305 CONN 11 12 down
71261 CONN 2 0 up
71758 CONN 2 0 down
74353 CONN 0 2 up
74353 CONN 2 3 up
74353 CONN 2 4 up
74353 CONN 2 5 up
74353 CONN 2 6 up
74353 CONN 2 7 up
74353 CONN 2 9 up
74353 CONN 2 10 up
74353 CONN 2 12 up
85764 CONN 0 2 down
85764 CONN 2 3 down
85764 CONN 2 4 down
85764 CONN 2 5 down
85764 CONN 2 6 down
85764 CONN 2 7 down
85764 CONN 2 9 down
85764 CONN 2 10 down
85764 CONN 2 12 down
86224 CONN 0 4 down
86224 CONN 3 4 down
86224 CONN 4 5 down
86224 CONN 4 6 down
86224 CONN 4 7 down
86224 CONN 4 9 down
86224 CONN 4 10 down
86224 CONN 4 12 down
86231 CONN 0 6 down
86231 CONN 3 6 down
86231 CONN 5 6 down
86231 CONN 6 7 down
86231 CONN 6 9 down
86231 CONN 6 10 down
86231 CONN 6 12 down
86249 CONN 0 3 down
86249 CONN 0 5 down
86249 CONN 0 7 down
86249 CONN 0 9 down
86249 CONN 0 10 down
86249 CONN 0 12 down
86266 CONN 3 9 down
86266 CONN 5 9 down
86266 CONN 7 9 down
86266 CONN 9 10 down
86266 CONN 9 12 down
86302 CONN 3 10 down
86302 CONN 5 10 down
86302 CONN 7 10 down
86302 CONN 10 12 down
86337 CONN 3 7 down
86337 CONN 5 7 down
86337 CONN 7 12 down
86348 CONN 3 5 down
86348 CONN 5 12 down
86373 CONN 3 12 down
